,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Country Name
Bosnia and Herzegovina,0.06967846009722833,0.051227042307897014,0.028324320087551938,0.02079735230177971,0.015832116130971643,-0.022707590564975545,-0.04320421748707333,-0.2186081444906574,-0.33454946273014885,-0.22794311358439392,-1.0065122596745735,-0.2551842826626253,-0.12201634970967108,-0.11229790255822894,-0.12853520178212477,-0.005307425702827613,0.01366993434381969,0.02171265901718094,-0.05216636097276496,-0.18256706371581544,0.023298274467636677,-0.06198421918900804,0.08242762554083306,0.19586344419321305,-0.08634321637817316,0.19725351053099602,Bosnia and Herzegovina
Botswana,-3.4379683764201174,-1.1508000932456477,1.2071307712042285,-1.5162046687198163,-0.33055486623009867,-52.7962258491639,-2.609527029834141,0.455982861202117,-0.25809719209149495,-0.8954153867977284,0.43000317182163583,1.0498270427323728,-0.07095851371337591,-0.13113383109890503,-0.20905248513288918,18.38261457040199,-0.16556612885504488,0.28519906604276896,0.04301874281817793,-0.010793229987172802,-0.015094865617647007,0.06294613468354432,-0.3354391437913556,-0.13723728665113347,0.10720624198133231,-0.24287586905337694,Botswana
Brazil,0.32847485453182285,0.4307304813768057,-0.21714332073749895,-0.05153124364750705,-0.06180728989767362,-0.2637540047924456,-0.9753182947935,0.48924932288741924,0.07996396268425002,-0.33278152910735076,0.19437549501311208,0.3129364354806952,-0.39742155548017954,-0.16409905218178097,-0.08998876330546987,-0.10844791507909605,-0.0878122680995789,-0.08679074961741065,0.5519440519816249,-0.03331514610008455,-0.04786878012696075,0.10991706168779032,1.196157184606514,0.44589845726366056,0.027229848254079245,0.6635494115465004,Brazil
Brunei,-1.1430313592609707,-0.2867426969119547,0.683863177060401,1.12439809671488,-0.2995351673329196,-0.773784234818232,5.61828023286769,0.19647473504734847,-0.42721097979774525,-0.170259435218886,0.5217425683670278,-1.8287130819743538,-0.36879820614509407,-0.17343668905614992,-0.126606253028255,-0.08119740255418444,-0.11129043012254605,0.0034261856284237757,-0.02521751001032091,0.06738206310017437,0.030934873507433666,0.6267662587535707,-0.08489432972183894,-0.03150168689263662,0.008370454382885643,0.04127237593783989,Brunei
Bulgaria,0.1487091606128537,-0.4747795459050899,-0.21205243612915983,0.6617916255348162,-0.128292717386041,-0.0,1.6119216068642217,0.05390576248809852,-1.2750064941694585,-1.2019226419644051,-0.4969470321492621,0.09959047880760427,0.08148642758149234,0.22528542140142122,0.19992541089206747,0.3203492425618983,0.11543474642694225,0.2002918959970946,-1.6721477057259357,2.157218788379291,-0.2614347712674964,0.125609807756014,-0.3759722639640715,1.1451031130112999,-0.0,0.0,Bulgaria
Burkina Faso,0.25179827121572956,-0.09826974381931468,0.06567358632486582,0.011946179790112654,-0.02493737852864614,-0.10952802796960702,0.08673931226722405,-0.0647829943798477,-0.23997277023135827,0.05791707880076218,-0.20049731628331527,-0.09742687129360213,-0.03660887460601157,-0.09055695580720705,-0.1150231819978626,-0.34919215596110104,-0.09466872557642589,-0.06565866314384462,0.46057510414584074,-0.34763872966963816,-0.09317924407895092,-1.4535778864149291,-0.39218143630385366,-2.651609870787962,0.08772280272903178,-0.2861230091248087,Burkina Faso
Burundi,0.6666715640908301,0.06178812006621976,0.05028700737325718,-0.08544668634013827,0.0876302579818175,0.05028705836932694,-0.06895910858334815,0.08588375467934176,0.07572132958505974,0.06155039937338494,0.09847017057251664,0.11407898881707225,0.11424576184427196,-0.08976388230447548,-0.01727155418328953,-0.10689584004895991,-0.4052343245194948,-0.08882518379282188,-0.22120030505141464,-0.14153306730977752,-0.24406663290589653,-1.8536211640048166,-0.7589677652043,-0.2241068964336844,-2.3366659617587167,-1.4620348861242454,Burundi
Cambodia,-0.11496655443904477,-1.2264240935164021,1.901800570387969,-0.5852492091441113,-0.18949202712782662,-1.374393299912498,0.8740013176425826,0.3609324551407962,-0.4430636060437571,-2.0176112436655567,-0.5947439869664364,-0.6641901099071865,-0.4729223466962576,-0.22629478260250013,-0.1543367791975979,-0.16117565383395582,-0.12861140155479364,-0.12197700740484912,2.3216878005034256,-0.380031817161187,-0.19763015802530692,-0.30259242083605836,-0.30327320186033374,-0.23506058294879908,-0.23924810039503394,-0.14287022153029932,Cambodia
Cameroon,0.18860453471188565,1.386089860271118,-0.5455928392961966,0.03604470558664985,-0.07147799607076812,-0.35996114558610987,0.2132309700954808,-0.28210848754134904,1.974872647451388,0.11835785696028096,-0.9833058844264454,-0.08886746918021554,-0.036697996314205686,-0.05928466378996071,-0.31723355714010437,-0.15429749200533624,-0.06520557234344612,-0.05998127026190711,0.2396096906395005,0.4838704333641039,-0.13213549485476905,0.37149128184131913,-0.16464691852010904,-0.27290478546232794,0.10391205315965049,-0.5137593525522773,Cameroon
Canada,-4.811740449337336,-0.14291207310101878,0.15892069130657713,1.91609021103777,-0.5377663161975111,-0.9447547104553081,-0.9185046284005918,0.3144881204642786,-0.21750608692568013,-0.15124427559083442,-0.5881873640138126,0.5126827933205143,0.03967876352122916,0.0,0.05017172664791087,0.26855396992578595,0.45825151489984,0.29759353816920336,0.06066387594046603,-0.15146254324517697,-0.10821878814604863,0.2959230477961005,28.565915814730005,0.09718707141808997,-0.07888615437126097,-0.0,Canada
Cape Verde,-1.5633005917679317,-0.3386003561799271,1.5674559503881023,-0.32455363634566303,-0.2005742744922653,-7.017193658211194,0.8215508393145761,-0.8410648842205347,-0.33253279335307123,0.3376133645234792,-1.4457193907087993,-0.44253658808635793,-0.1255019867039229,-0.30052458227112205,-0.9270172996733594,-0.26632415318842423,-0.17194631641675162,-0.18756468886851557,0.5541759173150549,0.7453934665863677,-0.2569928781204184,0.34613241341666234,-0.5323145201481286,2.357162955193477,0.12272427502777299,-0.5745422740519796,Cape Verde
Central African Republic,0.10411758242730111,2.403946909059788,0.058137778708580126,0.017919762583755324,-0.02125251723766078,0.04307403073129436,0.04830342138082128,-0.5982228444490345,-0.40926327919002686,0.034266660047198944,1.0748367751031256,-0.09235170927068226,-0.03337492885126322,-0.04988038905307468,-0.12177399129942619,-0.0829286949511568,-0.048388810200653574,-0.044896708589709844,0.3981268132842114,0.8189689350955303,-0.07771139362946884,0.562495649332399,0.0362053083322462,-0.10262300038541666,0.1728344398167105,-0.14545359651279002,Central African Republic
Chad,-0.11663568155549701,0.450202703423764,-0.020095561785541033,-0.010700394486594026,0.006574771629818861,0.0016642863007219214,0.012237825908694072,-0.01882231594033414,0.017627990203682792,0.03209715575774663,-0.028164333837513163,-0.05427158533740363,-0.024215721593085205,-0.016053760978766263,-0.036133024433546504,-0.15019728499357068,-0.14605796483283925,-0.07309235599058968,0.12676867248970533,-0.12689248530185768,-0.11760450340602349,-0.37654114337627914,0.3677343925370414,-1.073982030565756,0.07779300823585647,0.1228831549485217,Chad
Chile,-0.13927341005701058,-0.09939352761529228,-0.4367773988802593,-0.15691929609401536,-0.07611435419232913,-0.5207976260196688,-0.2478322564245968,0.35105520956423264,0.1950754570446122,-0.9535255025410758,0.15923314507214004,0.4572489196652394,-0.15834094643577729,-0.03567336748438048,-0.042018421439727206,-0.03698117214056336,-0.08822595376526417,-0.433492870763955,0.22646584584406032,-0.04953634206085702,-0.0857079758885446,-0.24289388647813726,-0.3236537056312193,0.12661968047066327,0.09671102205891777,-0.48098185551163325,Chile
China,-2.063833457218976,-0.42334076817111316,-0.31155114662673716,0.7133732309655526,-0.19822153039551266,-0.2500454960411797,-0.2689187268720412,-0.2545231504546696,-0.10847543465894331,0.02018265455885846,0.07465661545092439,0.11657297357288961,0.08592157166909721,0.053227011524773424,0.04360706332731973,0.022698269175857256,0.01124845739632424,0.008843469031364883,0.03034199273476858,0.01352236098744098,0.010767745451867513,0.025385051836228266,0.027072364865086462,0.044113800691263416,0.08741314229044551,0.7258555264950497,China
Colombia,-5.454878970418766,-0.4608611532888647,-0.17045249004135368,-0.08123552429105249,-0.18043898196691568,-0.7600212423201873,-0.2967376590918025,0.23180567436320476,0.14288017158296729,0.3945349586031733,0.5240134810710878,0.9166733315040145,0.3330077783854301,-0.07606162687351466,-0.07420556119999643,-0.18955047808651804,-0.0694021830532175,-0.11123923427038425,0.3548622943714167,-0.07640010676937302,-0.10093411862248411,-0.1546575828242015,-0.6547576062591108,1.0402817636761261,0.05075222259493861,0.2268339495345327,Colombia
Comoros,0.8498189396200926,-0.40248889640142427,0.5016104832288968,0.05873508330384738,-0.08341014712614174,0.5147987996996599,0.15706386940758052,1.4742366290582736,-2.1986139677051155,0.13286751460843044,-0.26768622306479384,-0.14386748132313515,-0.050593133050549674,-0.09379056743229237,-1.3433376953113256,-0.31130102379022806,0.15837654854364772,-0.09607297054788251,0.33654626514131913,0.6806553198505614,-0.12896777686218033,0.4696899546408827,-0.2001889249487903,-3.3490584935761203,0.09927339981156089,-26.611557663789153,Comoros
Congo,3.4916028399852213,0.17736352180411086,0.07128163015136432,0.016201789583486403,-0.025724228992864452,-0.016300110543394718,0.01744033412330579,0.008014495684583322,-0.007285860585551095,-0.005358903385429427,0.012530384002855317,-0.03885716417737122,-0.01578886193576828,-0.008153241401745585,-0.008832833818488862,-0.012144092480078325,-0.06266050138878129,-0.01219149658567738,0.021168139004077543,-0.012655634622438038,-0.039448178470222396,-0.16356508794122543,0.5179166749117112,-0.2969060687992724,0.027889787489715195,0.10592454689784905,Congo
Costa Rica,0.5127386324075149,-0.13338027604266237,-0.25965444705008234,-0.3742493131338817,-0.3539203632151354,2.071362464695935,-0.5832712367000443,-0.5742804429633807,-1.774019847939327,-1.1179336604178793,-0.7680531466684889,-1.5943520504586641,-1.05582234591075,-0.3746697005493352,-0.30818833570722487,-0.12818323678393267,-0.08222131151255273,-0.10380072715586214,0.9842192265073347,-0.07274215958741237,-0.1253542404397291,-0.16442595782245406,-0.23023152814070988,-2.1964975095880397,-0.14650326710927283,-0.29052036098896833,Costa Rica
Cote d'Ivoire,0.20062586440779587,-1.8280105271318745,0.11779909987597664,0.042630731106868186,-0.04023838606156501,-0.19793237721627616,0.18522558970193928,-0.25745957108945505,0.3649579946182782,0.07177159192684496,-0.5325786200020421,-0.1532904327510953,-0.05400258163705018,-0.18530756726191744,-0.9933041048504119,-0.5057419796741601,-0.08207138903361089,-0.05716730851440216,0.4633260996554489,-7.234817133454864,-1.3895173140005241,-0.582783194505153,-0.08235702997381086,-0.11983822139800868,0.14611046880455578,-0.3284749426740675,Cote d'Ivoire
Croatia,0.3382105474669199,0.35585648476152837,0.39707352470858354,-0.09419926965607982,0.24808995719247307,0.845748820372009,0.7715558484975739,-1.8393107503491217,0.6537827620128197,-0.10649218579294936,0.6754488329721374,-0.1711296409438659,-0.023827342108269943,0.0707419807479046,0.528480408327602,-0.17676498523386816,0.0348378893173417,0.27774701199595686,-0.18139593239672303,0.45534051114540297,-0.9770109419464251,-0.2243581717257982,-1.0253864036522569,-0.0,0.30185910586098347,0.0,Croatia
Cuba,0.12725732077212318,0.18615359437663612,-1.8333148582908048,-0.03395700122855577,-0.0751481106129645,0.006725104151760124,-0.0662131243595674,-0.18046457616772457,-0.037712216076930365,-0.06693698868124569,-0.20628164792488757,-0.13127758845839815,-0.10459605678668053,-0.08134664846656106,-0.0275780384601665,0.0053781667883357805,0.051060199568566916,0.24396446257611093,0.5727282493109608,0.39216792948222107,0.18411014418046998,0.2629675705122309,0.1925769392872077,0.1494843495014713,0.051402366032687,0.024846615341375833,Cuba
Cyprus,-2.32320970876156,-0.1102721743443886,0.3643841048525422,-0.3076317148290432,-0.21481005795611485,5.682094307558587,0.7211302335740173,-0.7241013199464025,-3.1615570016630308,0.6249134252496159,-1.0378838114216384,-0.33482998033352634,-0.08995908607025285,-0.11268940521856206,-0.25007557112828743,-0.19687134877303125,-0.08243238965645652,-0.0943218292073585,0.13250409116676204,0.3794100836000019,-0.3040131929876631,0.11376834808977868,0.26202967964384605,0.41825599746860304,0.05285324579098966,-0.10155645971404023,Cyprus
Czech Republic,0.07877313144023823,-0.47839368335027505,-0.13773972139800691,-0.8072198012036746,-0.43183854349239453,-0.6429395807625333,0.11082340003377947,-0.1101412192335436,1.1334747427648433,-0.3679228738438775,0.0,0.08078556550743698,0.0392344143643181,0.21613483833091116,0.34457683225159425,0.28440550753584704,0.39043022090477064,0.1741556958401629,-0.0,0.0,-0.5545084099681302,-0.15282158454050046,0.7439681110927983,-5.997929654588883,-0.25664771841581413,0.0,Czech Republic
Democratic Republic of the Congo,-0.022882620227194835,-0.011277584173799421,0.0034769527705593166,-0.0012379535706043211,-0.00499626339707429,0.059914825145330836,-0.12008374201176433,-0.039843051814530676,0.00901587366367825,0.018424974212931097,0.06066925571263935,-0.09577319689918307,0.25748714936538813,-0.016614381412362877,-0.017829221386982508,-0.01674280057680642,-0.027262502195091524,-0.029242879828410697,0.05811425910009532,-0.055064392566768115,-0.04906073087293685,-0.09692558107766995,-0.1369902322090224,-0.19147491036176958,-0.6177921799392314,-0.4925663722988556,Democratic Republic of the Congo
Denmark,1.3684986942290551,0.5024810155592719,0.08479142403462499,0.3974786221161981,-0.03071599732067103,-2.80192099057048,-0.0,-1.1035897827175574,3.997085411457584,-0.2856858505128101,-24.325641693367494,-0.14184430470140086,0.10682595863025535,0.07615648567008108,0.2321184436598821,0.4259810219423229,-0.043638592698442495,0.2699983437568236,0.27672350009624025,-5.835575037704862,-1.0191602114000529,0.2127128183351474,-0.7679129676774306,0.5285021621824905,-0.08092034958515248,0.0,Denmark
Djibouti,1.9975602382107698,-1.025227287958361,5.754894448257149,-0.5775743796397552,2.311521316103051,0.814111797437997,1.03255033201354,2.277932306685967,-1.2970638405697663,-1.9871380259262346,-1.3597139624393895,-1.6436321700596341,-0.7449432437238114,-0.6175400071405185,-0.6176494494877385,-0.47801750565032064,-0.3698371419540473,-0.23393230399562726,-0.28539883644374664,-0.2352251008198548,-0.17711101686461997,-0.1663895352265609,-0.13679475597421026,-0.3605100719110896,-0.27225662108871806,-0.42460396571558207,Djibouti
Dominica,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,Dominica
Dominican Republic,-1.1758336282935027,-0.14490686877864026,-0.17669915749675305,-0.3096258260098512,-0.20828783164675374,-0.29383704705662156,-0.13575055384737475,-0.3521914936698828,-0.43150107942487836,-0.14637723586060827,-0.2840314650258611,-3.1712319094179904,0.04561810201341764,-0.1323757715863872,-0.018753836802224578,-0.2082863831595631,-0.08186629772811939,-0.15416145023600597,2.9513583701804955,-0.11958150928321219,-0.15005579856391843,-0.306840101682669,-0.5445579655509586,-0.2738943210292667,-0.40810679204664474,-0.2978193363617675,Dominican Republic
Ecuador,-0.26232791481761775,-0.5653312794586054,-0.9576036475656737,-0.12689141654190286,-0.4029573179610398,-1.9629461601275264,-0.22480053706903227,0.7951958553329503,0.06809156613453518,0.24085921648586053,-0.06256122243143401,-0.12422490940016877,-0.13512706870056831,-0.12746806705059807,-0.10714799948449549,-0.09868816919157859,-0.1361368925709229,-0.04977353690774632,2.342378416998608,-0.10982044044781802,-0.08615714071096843,-0.11918872229312462,-0.1635511119596535,-0.2129734356451044,0.27808227190522034,1.0592191697842979,Ecuador
Egypt,-0.6908108055735894,-0.3256859696811757,-0.5638979434607718,-0.47837333946947114,-0.29532470133137645,-0.35342565125953457,-0.387391731711832,-0.5631360794214587,-0.6450296286742034,-0.859556834143576,0.2308088475842889,0.23541415753644568,0.08999188683531363,-0.26770076884019384,-0.05933210578350863,-0.032987083346925745,0.019449363984637556,0.0574031047181739,0.1620917551990161,0.19083801966525743,0.393802273908521,0.09561599766270047,-0.20512224389077147,0.003463366625487332,-0.228744521027972,0.08293810549388078,Egypt
El Salvador,-0.2504828673331198,-0.2075642248980301,-0.1471544652289575,-0.1547197001151168,-0.15678970250529847,-0.4223486058238836,-0.5401807656243972,-0.5584862276594548,-1.5541941397450747,-1.0564275457149042,-1.1138257068402289,-1.5295837937635204,-0.8998209264277567,-1.0362318398839567,-0.4370857591985831,-0.3023773195519816,-0.38047887605513664,-0.40829553378250005,0.7970635383411084,-0.4463657510446732,-0.19096438414893707,-0.3345825670557405,-0.6183876251683924,-0.5939827055044625,-0.36215350487323367,-0.4104136487314794,El Salvador
Equatorial Guinea,0.015506732392903646,-0.0011720369065313884,0.010873886767505416,0.0024851178206866807,-0.004543967792962637,-0.003532886813878663,-0.003761491428015918,0.023352259591737663,-0.010037630087063074,-0.012882613784957267,-0.02087725862870612,-0.05168805357638443,-0.03202190447229231,-0.022037091822973198,-0.0233454930037645,-0.08366922185791652,-0.04982087573083877,-0.02913866595529924,0.051133579242606995,-0.4122258793922396,-0.06339077700292897,-3.667792330764864,0.2855804377136474,0.3563428722335661,0.04378833230435689,0.10353701139253334,Equatorial Guinea
Eritrea,-0.07347171761933537,-0.09203272262775786,-0.09314270795131831,-0.06699774065655645,-0.9276676103900591,-0.11751886766539422,-0.4664646250792827,-0.7220057460532311,0.630649617144483,0.14847008832656833,-0.6321352014529463,0.22238029903273007,-0.10678953092964447,-0.06128207011452749,0.2676764247165723,-0.18139751536285376,-0.21604036410406974,-0.5578724293779626,-0.04660211198007533,-0.13302433284941015,-0.08075439426746096,-0.11148592727410145,-0.1323479312425092,-0.152398687092193,-0.1631829319024941,-0.15211777483381908,Eritrea
