,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Ethiopia,0.10123038749270447,-0.22815159122369652,-0.30365681879626855,-0.06494238361179114,0.026726048741839585,0.05167892931194029,0.003794161044201673,-0.11954510598477049,-0.07858246693288969,0.06461695605892263,-0.036457353095574276,-0.061508797294118074,0.06832326102074983,0.14248600332496014,0.19045503679752226,0.19818561032251797,0.23320926195827293,0.3119338747512693,0.07102840073575346,-0.09240369017648688,0.12628833451293106,0.34624716133965605,0.07188185038486962,0.13161273697815637,0.1329479751167226,0.1133685890913483
Fiji,0.025442807294833975,0.094218720660368,0.05308435089950992,0.09969205844145249,0.07636869111235543,0.04852687953160848,-0.006205183509422524,-0.2160530175483492,0.16311536435517002,-0.1377835220451423,-0.01847001372800745,0.10795514317273261,0.25459190370043455,0.17514325459657787,0.07441934777345958,0.0242872688843821,0.0872471946872607,0.03157151647843793,-0.19312898105635412,0.08617792338286702,0.19690038094132684,0.050285688842544474,0.0541856978570004,0.15811781226881974,-0.03835977219668617,0.0483571650554326
Finland,-0.10084291594200959,-0.12371099650259038,-0.21145843561458133,0.15214330850229812,0.2934817804069292,-0.018747990231149224,-0.042302955168212204,0.05363359973790111,0.006502871565409677,-0.07247278285912825,0.027060372892775075,0.07710850088410007,0.2223565540164808,0.14766893144872878,0.03564173940407966,0.05531858881262305,0.17595681229877497,0.10687308044435789,-0.1165337423528372,-0.017396815502831994,0.09962175823413744,-0.06582774626522528,0.045577161086432755,0.007684313171775382,-0.1484731515323496,0.022418005152483426
France,-0.004660708699044303,0.09923648950729871,-0.06001110263386716,0.04941577207854406,0.14382392651596956,-0.0010552637784851278,-0.09882627723923186,0.030207085672051374,-0.01178655564987153,-0.0924199634576113,0.003915727114256654,0.07786520081336439,0.22226568207009798,0.14107410483010824,0.030630831182542145,0.048918550599656385,0.1391989350291355,0.09221649213452508,-0.08330763361532799,-0.022993705028079216,0.07686289799553392,-0.06713811409360397,0.041986815563446626,0.009820183009959427,-0.1486671486354797,0.010050006096525703
Gabon,-0.031147083908810533,0.007431809273578213,-0.05887277422535379,-0.24493003968949445,0.15304508964188301,0.11936169547367911,-0.0842359442401748,-0.1781293738376087,0.004595594240403411,0.07340019950161634,-0.10873522029300982,0.01825070450989464,0.184480478884408,0.16634272166056177,0.1888865755017396,0.04736616491426515,0.17078019458157645,0.2090357593816332,-0.24701879645793628,0.1496343740582723,0.22110802403631927,-0.09091472246113005,-0.013578706662921455,-0.0031255867006751334,-0.23536201144258276,-0.05349407464581665
Gambia,-0.06092776717147402,-0.00036159702705038435,0.023835134874146756,-0.04145342936965438,0.020862452972896156,0.04625959745561354,-0.0813398450489705,0.01385504549039182,-0.06003397155576368,-0.06863044948455786,-0.14933909449044722,-0.18528776672299319,-0.1842408213725501,0.15136900693586464,0.03573035766075919,-0.0050460967506855536,0.17817629520579495,0.18469812064312577,-0.09868106181298923,0.032831255841580774,-0.11372797340121273,-0.026195587614631883,-0.05690073299871087,-0.13288213068293156,0.08773780304174854,0.03328927564142269
Georgia,-0.1810675599878007,-0.4249882080476825,-0.262956218244702,-0.06459246145380736,0.07272176545742517,0.16354674534501962,0.1792994997323388,0.05952032031159815,-0.20447300997566809,0.11577069659130404,0.06878714492293893,0.06427879160047278,0.1808395162231545,0.28819520709504065,0.2553763985252013,0.21402837584790194,0.3206422649959275,0.26511338917722127,-0.15378439075594136,0.08630888964595011,0.2394171414479727,0.09597555104579278,0.04649255598978212,0.028844845680322216,-0.14933328702561413,0.014769212839064069
Germany,0.04910967115733992,0.13385631546329071,-0.03397084143049039,0.05925624644459925,0.1681891507290094,-0.03634995309242417,-0.11508343453730109,0.012169844704574781,-0.01987396580976982,-0.11451317932137393,-0.00016414028482622636,0.06304599457519865,0.20538815536314195,0.12506782791155793,0.013507593036028031,0.05309866987157322,0.14611832901636795,0.09320843517200732,-0.08729285216647975,0.0005396267603674496,0.10208849549788775,-0.05933120128724425,0.05560036954653287,0.036974216544071785,-0.1383186202951089,0.026513713896725525
Ghana,0.09223935775273248,-0.044616994723736175,-0.1576766370026053,-0.1126634897771912,0.15544752641396573,0.04487410954815425,-0.03081948333199562,0.059199985295861325,0.006596954180818818,-0.3700171573863197,0.04082303434694647,0.13213088209337553,0.20777213809928696,0.13504334585599886,0.17831223542173927,0.15681977109549078,0.1820929393291169,0.12296311094583601,-0.11226379035330668,0.20810186639143566,0.20025029711772616,0.035190639474669376,0.11371275162817387,-0.17212239173678234,-0.1030443700070745,0.09365598380765187
Greece,0.06478886405169193,0.09418703016475949,-0.07382893157142686,0.060448369270639284,0.16292335441022493,0.05702085992543486,-0.025237818370026522,0.003068135142120863,0.0273006054650744,-0.12121244740510152,0.02908136721448253,0.12474877206208212,0.3082466317738956,0.18953662392683607,0.03105745514543018,0.1069252217955919,0.17210045922210404,0.12108233987853036,-0.062214895951096194,-0.08682078230315322,-0.03342942666189902,-0.14258075092020972,-0.01995109239975946,-0.008205859464266874,-0.16735857857534045,-0.002791926133375832
Greenland,-0.005739078752677688,0.019752390273961896,-0.10644997676868741,0.08549069894327806,0.20196333538936642,-0.009922081225471892,-0.10538938112699268,0.07119004314666333,-0.01763836398719936,-0.058311539812636995,0.014245530643757475,0.07274640439526409,0.2160021295484603,0.16605265507759231,0.013376968805830083,0.08789989327524729,0.11844551405640352,0.11248149211948553,0.014369718954423549,-0.009019591330099873,0.07405687760578164,-0.026446048774306844,0.029863327326148218,0.05913792702282608,-0.12060785791933265,0.08256799247615906
Grenada,0.04683322803927784,0.011647048658733842,-0.011952576394007373,0.037532638545556524,0.04265356649825646,0.06472981878197819,0.07067375172310177,0.09387259454758509,0.07206386629453256,0.363510839919602,-0.003263028869792209,0.03436532437665997,0.08989433380560298,0.010382709216459084,0.15717362241354557,0.0021837402092023295,0.08319960940089699,0.08595022660119565,-0.06916385720823962,-0.004519011915762632,0.004586003441650168,0.021045252157827234,0.04631864160835016,0.07460708123318684,0.08678334712032228,0.05842411277577086
Guatemala,0.2010759563961576,0.08424115697367586,0.066592852632219,0.11272007528869493,0.10323385633749321,0.05279204456728825,0.10193005219407951,0.06641076186384787,-0.07657727320618324,0.029204755572607814,0.06264032887110553,0.08504577246010149,0.03030829119702334,0.0680979619286259,0.10951041897713742,0.0860196746186383,0.10342803671889833,0.12217900932709151,-0.056702246051526434,0.07199649517779061,0.12824830981330468,0.03507236925591017,0.046444773830556306,0.06803105951825723,0.0639247066287203,0.05530683475395139
Guinea,0.026960539256453517,0.0483311767838188,-0.03133028080485273,0.0205353070886465,0.10572998385229132,0.01919348421037562,-0.04883955764389631,-0.1102343123010073,-0.054854031043517555,-0.12171874803167933,-0.06550328582326351,-0.018625585319606255,0.14591594016565898,0.034640905157110616,-0.2082265039665481,0.01653880504759463,0.45564090515758654,0.08349200548988364,-0.05735066783027562,-0.0024642915317912126,-0.03166019756175363,0.10123131439038545,0.07245354792472139,0.023711549632134413,-0.022841522028240132,-0.04717947363019845
Guinea-Bissau,0.041070913079605885,0.030857102380337963,0.02384023892829866,0.02900774938066629,0.04001536709701862,-0.3433086201327768,-0.2450172548592299,-0.10632395614298851,0.05941683421060101,-0.12437736849560772,0.025986895416572994,0.05066433913265105,0.1406552414606231,0.0892405224488506,0.0790229345603179,-0.015309869174023895,0.14768382135359484,0.21194927310222525,-0.06761544412395962,0.000827490042829928,0.2602256115459052,-0.12284897669681887,0.029318449813254207,-0.018914165317883112,-0.03138708639881342,0.09704249529445884
Guyana,-0.12187674091754776,0.06686684338330187,0.23869763215055628,0.16155046316214947,0.13643729782271122,0.13561808861876054,0.0657758493662738,-0.03686710153942744,-0.02642365100408544,0.029838434419559138,0.001307631516875493,0.0201827526849148,0.022834596245389575,0.05938113133177003,0.04645145754580704,0.10844882396938582,0.19307069641030905,0.10422083119520492,0.05228159685996241,0.11283532185702391,0.13651518829046463,0.10161915633532123,0.043333559040893796,0.023603066419363494,0.027698875501818345,0.07548817918532723
Haiti,-0.05142907770072589,-0.3087392624990136,-0.16070268303280502,0.1544493533062958,0.2452382125839249,0.08220461969831513,0.07198613053987678,0.13835090475570522,0.0692597372708919,-0.11907425652850712,-0.05880300208609372,-0.09888525929827671,-0.13508376441485462,0.2739312617455541,0.08767462377319986,0.154418437655858,0.2799207508214107,0.02291823038002631,-0.002269901214465721,0.015911015750621336,0.09752333616039684,0.030645081592289843,0.05708765230410725,0.017181192700292544,-0.04738319821796334,-0.1027298462179427
Honduras,-0.021865031276010916,0.08335306548186061,-0.003172919944255767,-0.04825127072396032,0.12143213077407906,0.0012884548371273061,0.12303404040353902,0.08457926705730283,0.0022704400215398826,0.08072232317541049,0.0367775987315047,0.0007984928407817198,0.021457846309110132,0.05125336363072527,0.0739229032036186,0.09324129631227276,0.10698279645009888,0.09873950077223699,0.02894715339757772,0.06405508631034311,0.09660229342773495,0.026828606477557027,-0.01946608473815629,0.04920632853801484,0.04358351479508062,0.01753938181191637
Hungary,-0.06431550143490385,0.11491578249374342,0.03596872715892723,0.07555205333261569,0.07705848337103453,0.006377075893291524,0.016035315159560186,0.03270111148856567,0.010493536287064465,-0.035078150261627396,0.1413385962238909,0.26097446522473017,0.26503965933423224,0.22196521974330397,0.08984879409033239,0.02606090524171072,0.21482259438589976,0.13346980065604164,-0.17042390432865145,0.006109209064034479,0.07950479672703965,-0.08893062347693968,0.05988460827084155,0.04109393860089597,-0.11158542668536223,0.02653097024405088
Iceland,0.057470452543868365,0.014829896175927946,-0.1301659561305544,0.017860387509882482,0.10452685104680594,0.0348313432700064,0.024401620265159938,0.10991712748754695,0.04643371362998141,-0.005608382058401609,-0.09662594560905313,0.1231391944507533,0.21683749902452315,0.19895654955407277,0.1992750497474287,0.00782438707935818,0.22730697083226697,-0.18296467732225805,-0.2768704882108572,0.025583751876645838,0.09700831726425181,-0.03515815063925201,0.0838231015843459,0.10281553330443598,-0.025665951514439452,0.17869974507073957
India,-0.13313082042702293,-0.01144240952625464,-0.04094368487059544,0.11817470938229559,0.11355131096488714,0.03893130557432757,0.06101361656154923,-0.0089880380962724,0.05582074320941514,0.013018835141732236,0.012813910898026977,0.027564864142324567,0.14992340180273706,0.15412281662464306,0.15299351292337815,0.12269294461790346,0.2427008281806999,0.05428597161336715,0.023146848970733637,0.252423905536038,0.10681058585298817,-0.018065250635563485,0.018073811515485733,0.05352679999250384,0.0391473449058924,0.05341985475334286
Indonesia,0.10076216179694553,0.06714989850748235,0.11721277510930907,0.10177870893889661,0.12515136134924332,0.1081775131453727,-0.06476769452863755,-0.5638246244283076,0.4525879961775012,0.05812009960602483,-0.040929314443853615,0.20303163795731174,0.1838203172918314,0.07940028344720107,0.09826120816153874,0.2584639003066598,0.1699591236869296,0.16497362818904376,0.04356225641820987,0.2968726017316199,0.16675972834833966,0.014084927948216933,-0.019064711507153866,-0.03650455336212554,-0.04580726761196087,0.06937047771327004
Iran,0.06595055940395662,0.024055088555478044,0.069839594441057,-0.054521779877455184,-0.013956339371251998,0.08272272983720295,-0.08116498128748446,-0.04546090911368483,0.03063454289436921,-0.06633911818366128,0.07522520100268852,0.21942920731535692,0.02130494269351365,0.2101401915057407,0.17772760624263365,0.16275367372606572,0.2994704068638876,0.16568879011637475,-0.0012884643585826092,0.16600619080071388,0.2125011916486924,-0.01114858208620791,-0.1163936865793609,-0.18745944514082952,-0.12542410374045973,0.06668459947624879
Iraq,-0.6589506578595102,0.1482125119494428,-0.3065822619593108,-0.22409905339649314,-0.1642756797210336,0.7003456952205508,0.059649708158815415,0.2365523721215692,0.6922751551492065,0.10635616868954052,0.014804093467791326,-0.042494899223683096,-0.0774781045046189,0.5428230965314179,0.3326488696248665,0.2724255276468283,0.3481277626628121,0.3672787977915824,0.02055456735057828,0.04859925284855914,0.29807419738997687,0.13076379782782832,0.03518521592889054,-0.062017556282795004,-0.2936815091273547,-0.02936240085635583
Ireland,0.0077921015116004105,0.1193319133951027,-0.06721573178363281,0.08294015033412405,0.2027313924485632,0.08780663140335802,0.08219230999981773,0.0767401535559802,0.08273293188343403,-0.0020184259437597326,0.0761273948941015,0.15273132986477173,0.26061800990967293,0.15749280099252613,0.06972180112238446,0.07334851205796473,0.137736714356656,-0.0019913093379460857,-0.15591679964436628,-0.07222797223408466,0.060414329944253914,-0.05603792855560886,0.05853653184469571,0.08086688542691689,0.12158048671289305,0.021437029847062965
Israel,0.10965380100533885,0.08064889858557739,-0.030992949421983437,0.09710158539234161,0.1284512228179267,0.06487241032157993,0.016037295781101222,-0.012728099651040877,-0.011636941581466416,0.10705672871267533,-0.03067238753552523,-0.08999534018964403,0.03002207264700062,0.04734122667049435,0.03062153392802328,0.05626858902019055,0.1335691777489827,0.1776789803704468,-0.06256133410984649,0.1038598201901759,0.09641614668822479,-0.03291576209824148,0.12022776969756943,0.04174971530402038,-0.046567536345898206,0.046711496455370184
Italy,0.05374744558970612,0.05801675797747911,-0.19419153330600528,0.03206081308714027,0.07457769453701996,0.11943118081668108,-0.051081283809793855,0.025584599060145267,-0.012734075847155756,-0.08697833626619089,0.01697729296452706,0.083064968509725,0.2304645462851523,0.13803291855842403,0.02415925120715968,0.04395439446788829,0.13072962360182172,0.08219784327129401,-0.08947211175813356,-0.029661463705310667,0.06927064036332431,-0.09382044703593716,0.021087527260772898,0.004268824436520923,-0.1520760685390956,0.020189580421254686
Jamaica,-0.11325666142608663,-0.11268966996301595,0.27610875503229243,-0.007477229258640134,0.19457352783536885,0.11316430377130775,0.12496403416979096,0.036082409703749006,0.0022208006851306104,0.004871852487527545,0.013425709750327208,0.049897606922257885,-0.035652897079778915,0.07277191900090062,0.0990394047685149,0.05549158410700087,0.06751870275872295,0.06582574046713963,-0.12031658595350894,0.08508746020729843,0.08662383868816688,0.01922158288984956,-0.04084863295109624,-0.03265748568956914,0.015878072321081772,-0.013683229340947943
Japan,0.14026442168790268,0.08700562489627753,0.13610523772089675,0.0986578761950508,0.1077246503582764,-0.11488776789633341,-0.08846837152985804,-0.0881938570315868,0.12947110162154407,0.06967186730172606,-0.12079089540344642,-0.04512433897185204,0.07892985164292791,0.08188474218003672,-0.01334864221362847,-0.04803828700634181,-0.00388922494106024,0.11536375814874329,0.03827011150394215,0.08970553402631247,0.0806022198848873,0.008022020042670318,-0.16815499834310715,-0.05814809003027535,-0.0937330905973779,0.12433077246124698
Jordan,-0.010929180045997374,0.19920085474920515,-0.0022474564980237656,0.059871546772449075,0.03744158950771042,-0.0022018294435911558,0.020928594119344522,0.07089030296280743,0.012022484883866603,0.019775345497806837,0.04160692529505555,0.04747002913539783,0.04113416082785779,0.08994496495932697,0.06770625214226383,0.1509739132805028,0.08847923583681458,0.22517451802488297,0.025738878554538006,0.05141725970149721,0.032957373521679496,0.013644751890707971,0.03197769253564466,0.024296628963365045,0.012457406899011146,0.0024703393767318343
Kazakhstan,-0.07884163226569219,-0.02742622224812261,-0.0638871402410661,-0.09816610100894681,-0.0523815198177694,0.03661957314322745,0.06919922117691686,0.012805518531425296,-0.22922504119748272,0.09134819247606593,0.2120759368806482,0.10722680532498012,0.24127485308073146,0.3857334377196042,0.3106573211365585,0.4045063074480981,0.28194767668900145,0.25985293766821543,-0.14562965219135046,0.26738951228888647,0.2823048596663205,0.0629879589617141,0.11932613196050003,-0.07926668151382144,-0.17999685700704507,-0.2663031557619229
Kenya,-0.08803351888467785,-0.04287093712410459,-0.3272406091074132,0.23404763135274959,0.25006251257894296,-0.006112689179862466,0.058060508668155666,0.045671121950046044,-0.11177846771933089,-0.041885691514507495,0.002374425700707742,-0.014208155718150258,0.1030446802493026,0.05090865235205691,0.13281038159829128,0.16824404507828125,0.20368408844596197,0.09254977588031593,0.003367325488261455,0.051402571134930096,0.020968408668047066,0.1700003600576225,0.06472007644532854,0.0870937791130546,0.016021390077520084,0.055089582810732805
Kiribati,0.16360272609528204,0.0004896457115199579,-0.033986797357888836,0.15065543280078766,0.007517359617426541,0.17660161299724048,-0.010713197518134095,-0.0400267934221002,0.03564249743283054,0.061893762305739196,-0.14145051743023276,0.11131070552423072,0.2556772253101922,0.06673865077737123,0.07373011356679876,-0.03796337760060605,0.17630539300725334,0.039044619964639524,-0.08131987951589285,0.15613625548888613,0.14386591750845198,0.03013496884464817,-0.040105524487343155,-0.04691828788611162,-0.06753360618125437,0.058152486807697794
Kuwait,-0.38489368354767833,0.9160450384696813,0.3008415841722819,0.10854089525114621,0.103695806970549,0.17068432198434574,-0.08322523384633214,-0.20158492356516056,0.08933516667285725,0.19487416364332485,-0.10056176588630733,0.07579618407860178,0.24105375911023352,0.21959589790216763,0.3176545706453448,0.2021565388492749,0.07000001628117969,0.21207208356618354,-0.3230536560614432,0.026969070028712933,0.260435839053816,0.068879544590765,-0.04968439443603437,-0.10773312140520254,-0.3221083871727862,-0.07445648954525547
Kyrgyzstan,-0.058373235410378,-0.12558165614823172,-0.14028623349241656,-0.1901019638035921,-0.044407400131741305,0.20767746156145694,-0.04816644847812996,-0.0875799407819724,-0.24987435589962909,0.08313652659663572,0.10522821110772736,0.045358207915494254,0.19143203077168872,0.1454566706197951,0.10415753087994563,0.14096230198418666,0.32615785215311616,0.33354972781620246,-0.10116693300159135,0.005727018254179955,0.27031606108940703,0.04607806517219141,0.0892436597537497,-0.0015834497546912771,-0.12296842043396622,0.0008530909076235484
Laos,0.15517622615943988,0.11616696335496704,0.09954068206398033,0.1313554675547568,0.12529808445718799,0.031792595476564815,-0.08625919588520614,-0.27756797189299476,0.11192813752056857,0.17195797296267593,-0.004252115653925071,0.027617189468282864,0.12835049751360697,0.16189198482821648,0.1256118201236611,0.20411995629096752,0.24626161929239623,0.23312370200306887,0.03920279221649571,0.18802193001084377,0.1767630118445551,0.14828933153698148,0.1544644247437827,0.09457596720852313,0.06824832160805278,0.08155108529719968
Latvia,-0.06848805189784134,-0.3263928334893897,-0.1158315474481668,0.04372533134033157,0.026881091984821585,0.11738136447420568,0.10497491913863581,0.10823179159814471,0.06181618225549321,0.06600350443190368,0.061738718833729646,0.15627320810476672,0.2452360107783748,0.23817394585049617,0.19194671035677863,0.28313794579764096,0.45910193236920704,0.16818292366564663,-0.25461379101335746,-0.08220703292128267,0.21132764751421326,0.0007320084366690087,0.0870263249268992,0.04884865710694345,-0.12661308910589275,0.03591551469503779
Lebanon,0.4164530360853463,0.2503825746886069,0.30704745815664775,0.12921233376444424,0.18526213612304943,0.15781266523578333,0.12903880345850122,0.07401516227425436,-0.008709657494681031,-0.04367208207737238,-0.014813098585392362,0.04638605962641988,0.008492744992152428,0.02556975331065332,-0.011695858496965476,0.01285319661331322,0.12632058631726756,0.17568887093383578,0.2016536474865054,0.05231908935001726,-0.006817837569438243,0.036795470838455364,-0.007678952075831739,-0.02677885199676741,-0.008285574948289102,-0.0024156595184549588
Lesotho,0.08863474603757393,0.1726762796119155,-0.02784237374469742,0.001723305661120665,0.09701430703168346,-0.016723695513604246,0.06956248042302796,-0.13588100939645226,-0.010868550716720377,-0.04397529567516956,-0.08542365268206845,-0.06757008866594715,0.4840865077102829,0.28137020721361455,0.11413101605966496,0.04745146629990468,0.11972470133347889,0.027296658310713425,-0.004043033515193317,0.27516997305981367,0.1637289565427223,-0.04462021648934018,-0.06322184502488244,0.027502853279687406,-0.06450778932354082,-0.07211794922312267
Liberia,-0.07881884136613215,-0.34540069168043985,-0.2732771871697457,-0.17987397447471307,-0.009341060924111091,0.1191025657528121,0.5752098246196408,0.12791894949473337,0.12415954860997536,-0.007690835652813916,-0.04637426743599468,0.05142694161021786,-0.24263999177401188,0.19434743696890006,0.06866908918596654,0.11607635336254232,0.11920686778117363,0.11323622108760989,0.00817212960728549,0.07916840029332473,0.15304182816878342,0.09521090373650823,0.08688183125228945,0.033391702041195334,-0.014973699097115552,0.005968168316427677
Libya,0.08061962973698773,0.03495285465669817,-0.11506307738181538,-0.08601728305729577,-0.09804343137814384,0.08655981521088259,0.04408070632816036,-0.11298392401842706,0.10831801612960257,0.12610708207752136,-0.12849593771689805,-0.3668876023003471,0.17823924153505186,0.24906225208060845,0.3443798876967732,0.193602561560639,0.12108933106276511,0.500055248710543,-0.28672743239351284,0.16375523960114588,-0.5025613538408019,1.4773549566392616,-0.35289189870597737,-0.48961492290092845,-0.48220441964766286,-0.14266382192378593
Liechtenstein,0.06768247155773274,0.05646487674794312,-0.024912726952668142,0.10021410429621087,0.18260487394274078,-0.006614342476447236,-0.07114456246828622,0.05394003493047299,0.059350808605929076,-0.07930574782296386,-0.007818470989393716,0.06857161756541882,0.13225694588735448,0.11586448743949072,0.05108759711396235,0.08537912781014258,0.1422605696908463,0.09641826471501369,-0.11992158480687896,0.11994158348092383,0.1200392726978216,-0.057770944209481104,0.050057732538972756,0.033488721432172366,-0.06462815944406707,-0.009946866910151167
Lithuania,-0.02523347224491815,-0.19260341166125738,-0.13834238238088026,-0.07296021086713582,0.061110632392987585,0.2590282638672535,0.21497362035296672,0.11841566676556689,-0.016615819265753326,0.059822936798464836,0.07043865475240793,0.1748425162628327,0.32887556255352335,0.21626908819254434,0.16703809059468314,0.16989976034063448,0.33314588696988373,0.22278386349468737,-0.20706100018803997,0.0029445067164897035,0.1890500173161115,-0.002099674956505676,0.09721287431908028,0.058035966387203826,-0.1354797390765309,0.05459248220684037
Luxembourg,0.06980630857055745,0.10737661408250486,0.012134104759063196,0.09608431747231973,0.1614892775690394,-0.005558444044571829,-0.10677863525473433,0.010083958907779852,0.08643285761168319,-0.05432005216146741,-0.008895891872493806,0.10141843648811767,0.24139747466159836,0.16190732259952492,0.06251303615705311,0.11669343309010005,0.17627945403051853,0.07387623103020004,-0.10089058310758156,0.012743674039394907,0.1028486606125374,-0.0759912401054012,0.0658046736306002,0.047607014540256155,-0.14530141907153538,0.028313499806463114
Macao,0.050282181231976746,0.08605963318344784,0.09026048332387458,-0.06511787227642858,-0.034330707919326076,0.02245082632403637,-0.021845066572342444,-0.02345824697234982,-0.03314082938754374,0.04471002891499831,0.06977411117337412,0.06081015347916803,0.08726047369157688,0.030002187843914563,-0.02988564635216834,0.061774183408253754,0.08068193308599131,0.05076134190005138,0.04354913449847345,0.05037546811260521,0.05392112884771812,0.02885739352381671,,,,
Madagascar,-0.15700303364532897,0.0880755054936935,0.08163126417550853,-0.14325929293445774,0.029218843297455305,0.22543215479614187,-0.14001660451045364,0.02155558311908474,-0.035422272511046085,0.010014621217661926,0.13261660639241477,-0.05840423040978494,0.20783880752635273,-0.22625040416072,0.1209882482452628,0.06308941409807911,0.2934849077916767,0.22271741448856683,-0.12829598748353732,0.009452633255359888,0.12565978657126828,-0.024682155093294095,0.044221166985430306,-0.018860539251272675,-0.11985424959122667,0.018663594597228234
Malawi,0.13172859582398957,-0.10988827543858955,0.09684119860974273,-0.41131683024834004,0.1474091775760991,0.18120708637294738,0.030918229529964692,-0.004462232405606655,-0.029475549184023515,-0.04418917060654619,-0.03987682181159797,0.09993297560656025,-0.10386118258567761,0.05668824122764392,0.024654855495174866,0.06426991943802107,0.07819230657758855,0.166577097281859,0.1305604638594691,0.09232238471652557,0.11798174258887116,-0.3055726186303274,-0.10122168571610775,0.0963432134138819,0.04886085221555936,-0.1964459545429428
Malaysia,0.08654065283285971,0.17328360086032615,0.10291626273113717,0.08596883180545462,0.1629712831515503,0.10664794393679393,-0.0318607964263065,-0.2974461964079517,0.07016054992041104,0.15775690200074968,-0.0322067777567596,0.0644696494211813,0.07108522634641273,0.1099018438994957,0.1281901590672197,0.11135159152948113,0.16658556183414383,0.16994245305030525,-0.13947883906760428,0.23971440887134504,0.15029507395212321,0.04020127844258032,0.014111102972393154,0.03182571814304705,-0.12049994415553046,-0.013807216088883086
Maldives,0.10388950118685437,0.1334543612250068,0.10219766107453372,0.0776367007825012,0.19215047241435684,0.10686465630632545,0.10850247313287857,0.04444583980205127,0.07077304363878663,0.03728520508096839,-0.02314965178106377,0.0019639594435491956,0.1196289144018478,0.1339039323908329,-0.07648606966923734,0.3214305760191974,0.15893859028918178,0.18651291637045947,0.0033644907082957458,0.06633855443872026,0.03034778146241971,-0.0035420362319657033,0.09123204058512167,0.07200865143187772,0.06282851159467995,0.019475709599143052
Mali,0.07741773722023049,0.004081181320626549,-0.03873951597564766,-0.2883290133316156,0.23698530528911863,0.0811438503893866,-0.11084947530039074,0.11110577886821228,0.022331546205896464,-0.16492156433277688,0.13919891237695176,0.08912267763381963,0.1722877507194154,0.12137752956609996,0.11054782656222915,0.06904321838044793,0.14181958721540852,0.15785795734954494,0.010618140873258968,0.016275047554565696,0.1788770241628828,-0.06914477492653487,0.03409916256133726,0.05519236426937994,-0.11623389444478056,0.04095266009024852
Malta,0.07081072406890696,0.09017428730161715,-0.11046622063166299,0.09797816509430475,0.18222333450870865,0.02035142713250208,-0.016920063801096705,0.043218031016439,0.0208792271521917,-0.017450704213310214,-0.0035619907091039207,0.0919568289584519,0.20587321607308962,0.11057791722405826,0.052967393756693626,0.05659758734609646,0.16479884642588402,0.12750873774828522,-0.05485937940412538,0.018277029147529447,0.0780298769431163,-0.039851688920630804,0.09077868985180568,0.10080463358664002,-0.05866603801428929,0.06289900792612134
Marshall Islands,0.026751074213835796,0.08486325438909344,0.07936630473598143,0.0782643117737536,0.10717426391281218,-0.07933312600046616,-0.04843913413600312,0.024481550707485117,-0.007869419888271736,0.021106835246458584,0.024694535157419543,0.06466411227629712,-0.0022337230893986525,0.02358751561086892,0.04189508753489004,0.03608368506713416,0.04635606525299683,0.004295851148256175,-0.003884780956440634,0.08455630830475572,0.03991890861121118,0.059533092347933386,0.0265363406959597,-0.0412474425714045,-0.024375896547563978,0.08453621446128316
Mauritania,0.04471275542747248,-0.01266233070420142,-0.1674353391695451,0.032905333330112065,0.026878541977254707,-0.013646515400413863,-0.052406706679443193,-0.1499303806842928,-0.049264573523626336,-0.10369841539742677,-0.025291680983460463,-0.005558646245643833,0.14753771608609892,0.17483061826716773,0.12385196232173702,0.28851728519397907,0.11918860592397681,0.18039215137502515,-0.15299538406826826,0.16486681245163698,0.09141521380867394,-0.0027717025009789857,0.04611850716920029,-0.039208974647891026,-0.08444648221115146,0.009586940099306548
Mauritius,0.058580004936634074,0.1492045710155902,-0.0028908487977013374,0.07667084129916055,0.11898120666012993,0.08116119335945277,-0.06304198254060493,-0.013748706387595082,0.02011858629309125,0.06490766524825928,-0.01792095365449557,0.042450672263214605,0.1943119022299541,0.12483074026216308,-0.01880141541155971,0.032279087939344434,0.15408423336656682,0.22047349237465613,-0.08970818743255304,0.09235036088303106,0.14854263103797094,0.011101100864406865,0.03787799903894524,0.053950592116536675,-0.08830883239547069,0.04420260737123687
Mexico,0.17498205650275306,0.135582168957788,0.1850670229594478,0.03617575724958083,-0.32901475083202825,0.12318073044138249,0.19879622171699385,0.036293188976809776,0.12333850388878036,0.1625175270075963,0.05402308973747876,0.006446461975456399,-0.06819463359142423,0.05782769261264855,0.1059747500207578,0.0955077231824838,0.06334492567886008,0.03877221202515654,-0.20102411724077265,0.15849147586360562,0.10052516267648981,0.00375953101877304,0.04720184566865558,0.018389120780086175,-0.12052685402246668,-0.09023662820573206
Moldova,-0.14877284329704402,-0.27460049093773903,0.013031930639805529,-0.29243923603199184,0.011146186451819973,-0.03612393261329507,0.14673960421119916,-0.11275643064491024,-0.3054089626661162,0.10559774675817996,0.15370467664181858,0.12478246637807826,0.1930087701853453,0.3133776501505135,0.15266977915139618,0.1441138113263167,0.2963491388604958,0.3814990741364447,-0.09825938313995254,0.07141462648967763,0.20840732356209374,0.0358860851811748,0.09075701471136291,0.001710648843432676,-0.18504412970213985,0.043322027902803
