,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Cape Verde,0.017477383758094767,0.08639160380307073,-0.019733855808182613,0.10025174239813894,0.16873643991621706,0.004991987387006488,-0.04390849310168852,0.0442131973295962,0.11392674527460593,-0.11284409100073887,0.02610871798062911,0.08489481273387808,0.29045240297692626,0.11894601664828951,0.036990690687981095,0.12492052789235306,0.18667424256278017,0.16769143298097086,-0.054777754829118806,-0.03955858764447453,0.10654709835396722,-0.07242167570232237,0.04310053005561271,-0.008759586703099833,-0.15158148944824043,0.02932630099467955
Central African Republic,-0.06780054324702244,-0.002885261414507001,-0.12013633359558364,-0.3532539453880247,0.2747756573308043,-0.11983971001655691,-0.09260362885388547,0.006909994810288952,0.009260370544588432,-0.10573509063347405,-0.0033831775396917048,0.04149481172123629,0.12623924636122827,0.09219995910345632,0.04249383787121205,0.06720352351935029,0.1196794285339299,0.13810982212737924,-0.01662160852959544,-0.009063733135072067,0.10610343534248148,-0.01684295918000159,-0.3019196787712938,0.11730978065800779,-0.07628212871924958,0.0988113733878272
Chad,-0.03868894925475079,0.009071147570223183,-0.1551696484732286,-0.21472178317485308,0.18458317662404802,0.08092365755925476,-0.07702626232154486,0.10025582281074717,-0.16087606367921292,-0.12657939540017632,0.18829617503341348,0.11838890929074726,0.3181820630761694,0.5614109073155527,0.28267979213310046,0.0771767906235327,0.08910759612987727,0.19428625969770258,-0.12059267417933678,0.12587453997702353,0.141889916802529,0.04506830465746235,-0.046517512332666495,0.016056257660037005,-0.21929093330945562,-0.1385445661414028
Chile,0.12403821913112954,0.18892042057538938,0.04474584534701622,0.12703061582262604,0.2616491258267168,0.03652649899719356,0.07824567647469306,-0.05377047250719782,-0.09158160242568557,0.01809858534520288,-0.0983594136629462,-0.029525454472284194,0.07408194495888107,0.29113474305741405,0.22597832208983368,0.24557727878570504,0.10965179753444314,0.02372075077380816,-0.05046487864859285,0.25459420833622937,0.14281697075444214,0.04880093298243223,0.032009116405110796,-0.07397263324118927,-0.07476144586102415,0.012812260827259612
China,0.03360818765925273,0.17929542643694715,0.2429941192852943,-0.09680460781007225,0.2901012453527278,0.1659246548588883,0.10414908166725019,0.061751130731491966,0.05520165898318486,0.09949296425096756,0.09842435727544782,0.09101663319039091,0.1221891948680216,0.17079503114086955,0.16232478269345746,0.1970565868183815,0.28276424629100233,0.286817495150575,0.10423031118502199,0.18651092794971116,0.23363509860868203,0.12356732146794486,0.1155035536071417,0.08479542275742281,0.04973881470259976,0.005964002712644395
Colombia,0.0041023989044875475,0.04966860676796447,0.13538624792940426,0.29519052483624425,0.13616305806651763,0.03165720776762662,0.07918674301011613,-0.09189496851812354,-0.13822842278959452,-0.04481458655838726,-0.03195224529177826,-0.017647613474611062,-0.04807811154530507,0.21969871967432314,0.2350478883665822,0.09605169878426868,0.26052015654919997,0.16128710629621784,-0.048772982033355235,0.21772287479700933,0.15773058929157502,0.09806719405603095,0.02116870346729684,-0.012009720259116114,-0.23889410824668764,-0.04940167264999808
Comoros,-0.022205750242020133,0.047392285925950586,-0.03812061132174875,-0.3150284378982824,0.21390819626800175,-0.03295769334886232,-0.10433797855983311,-0.010820372951612589,0.007045308440770369,-0.11290818177500173,0.05342686040681818,0.09430197062970648,0.25674420634926515,0.1320633619916769,0.00889854631208207,0.036952566161996214,-0.07221143039117706,0.12041790695170518,-0.03477772100687272,-0.01800980069546314,0.09949229389014085,-0.02948842183149323,0.07231716710339232,0.004582634653910044,-0.15925108438845342,0.0006206264703755278
Congo,-0.0033196649535843664,-0.054387182621789314,-0.10985165283959836,-0.3564287399156669,0.15805440417585392,0.16696926141119958,-0.11177066477106525,-0.19495924154100241,0.18794307926615195,0.32898101463428703,-0.1566052078250451,0.05060023593620713,0.12477499452202406,0.2905265048920667,0.2688103267633267,0.22864416808486066,0.05078446106605927,0.2782151898476186,-0.2080676248184145,0.3972259583633628,0.1690663958833729,0.04851214451693648,-0.018215212448526003,0.03626077968764217,-0.4277435851316167,-0.11998325372017069
Costa Rica,-0.03812084073121748,0.15910796994437557,0.08982928347788317,0.06650829256985206,0.07602227052433662,-0.01437540529263976,0.05512356723294032,0.06047583066907901,0.020722333130911347,0.032686021712618335,0.04553958634133298,0.020268052135068316,0.0260716927605181,0.0619261608677552,0.06165832088779686,0.11711442864276345,0.16742591567207782,0.12966788870736679,-0.014375415047453557,0.2043405406669685,0.12036648683609812,0.08674466412624246,0.05819203878461526,0.005440492013757808,0.07129738347324537,0.03250871784784523
Cote d'Ivoire,-0.06473249610835514,0.0068631440829212695,-0.10522502896866366,-0.2796911678790778,0.2920038048040711,0.058444826238185296,-0.06406274552582089,0.046642484440093654,-0.03376008335945416,-0.17146249483957063,0.023074126562361363,0.07890953921786144,0.21377711962590681,0.05920702337991114,0.01044748253336051,0.019662105715320996,0.11792900827438955,0.16450641037900748,-0.020490257063299305,0.0013507734826234694,0.007239085538653762,0.01842228193991528,0.13883585324492403,0.101424064643393,-0.08556868479866869,0.0397677243149469
Croatia,-0.18139497337094204,-0.09183403973652847,0.06806554792808832,0.34920373546635236,0.3016241883371952,0.06735099588007752,0.015521945595399484,0.077209266728078,-0.07384083043171294,-0.06804608955706098,0.07455740504964828,0.1600965216946812,0.29555346497008395,0.20050890593052453,0.09262604285740053,0.11314457992650016,0.19526788854711422,0.17028913095196807,-0.10669940860276472,-0.041699214779703016,0.046223935048884154,-0.09034781356234184,0.03229278510375741,-0.0022099511497897005,-0.1361426228761342,0.047726926817351
Cuba,-0.15716188175777726,-0.09710154568758564,0.007773777323754961,0.26610549375350456,0.06471515843619208,-0.18166961741862114,0.009237153525420774,0.010173660399762134,0.097547296113898,0.07354792947918,0.032977829859650705,0.05691740808514072,0.06597646704478682,0.06212542999755723,0.115113450841998,0.2368623734543315,0.11212629186860965,0.038889541263395104,0.02188005975936796,0.036292292656663845,0.07953431958320593,0.05030697892935894,0.052389558214270986,0.0432351931517135,0.07949824973686351,0.04679875635769521
Cyprus,0.005355939102346521,0.16758198990144474,-0.06928414713457413,0.10274191832697949,0.17304287897395076,-0.007291547715977023,-0.061298667206491214,0.060322141442479923,0.013257059735067378,-0.06013171697049356,0.03144285735542237,0.08276093838995813,0.2617188670453426,0.1745510212186423,0.06470535966570617,0.07351848961634701,0.15386643717352608,0.12903042167239973,-0.09298074069719711,-0.03470390940082329,0.04388854476376249,-0.10635334283456156,-0.0412431005571651,-0.022637613351891645,-0.1391199550080255,0.05105716760692099
Czech Republic,-0.26725650223666675,0.16857488737215426,0.16982619558162965,0.17061592232107975,0.2572978090666146,0.12151219544975435,-0.07646919575291283,0.07760045336783013,-0.022816625717157906,-0.04810550336089774,0.09733506726272764,0.21527737335978778,0.21784468267179405,0.1960483635269278,0.14156635977563578,0.136283190358384,0.2102540936728057,0.23759952349077829,-0.13055949558520263,0.0016759379284073978,0.09554432628600917,-0.09151857722236519,0.00926995609261766,-0.007993625841005035,-0.10186644561287592,0.042496163662570356
Democratic Republic of the Congo,-0.07773724699024186,-0.11808867365245988,0.2550094546206194,-0.47706170822106786,-0.05906730880866286,-0.00492413629830273,0.0036863753746390316,0.02223071657971726,-0.13110577421783384,-0.07225849715497022,-0.026856901731200967,0.015491594446662727,-0.006924854019483321,0.11647136802957817,0.12547583636813875,0.16962871759141374,0.12096675388578693,0.14400632213988437,-0.08836344186112913,0.11855228781815752,0.1588520675159012,0.09692727848212958,0.07830932006838338,0.06319997799266966,0.021630297998501344,0.029460898543072326
Denmark,0.0043756153932387725,0.0947678541965345,-0.06700934966604628,0.0862580083003591,0.17986920042915103,0.00991383335620829,-0.07912256685949896,0.015533722232044753,0.0014545482244903974,-0.08093291019395536,0.0006967607578875983,0.0810342924783621,0.21769815362931702,0.14921429558691815,0.04840612783292471,0.06520895614344731,0.12386754638855103,0.10064473976163568,-0.09560093900888687,-0.0027939573599415984,0.06296470591851161,-0.05372770441396126,0.0451640776815532,0.022660357442504327,-0.14624652003231864,0.03039877094387276
Djibouti,-0.0071716004661184826,0.019064656827357186,-0.004381877611946313,0.05296124436145693,-0.015132962712321051,-0.045901813350937584,-0.036468226618721185,-0.015760597059724386,0.025484014179995542,0.015025229392097559,0.02050202939660216,0.016609457949292143,0.03862520419921842,0.04876073511488788,0.05148178561672713,0.06924557026688927,0.088225441681856,0.13591241623890815,0.10505602372731043,0.1201412158645789,0.15051908559110733,0.15338296127948317,0.17744390059820528,0.06628179222793212,0.08498905519894774,0.0533604403452059
Dominica,0.06111570172712507,0.07867573742791119,0.04092206031973204,0.07183860493264917,0.01633422713562416,0.08050829269686183,0.04215237254664631,0.0650414834188804,0.03704834939200523,0.01557010005915778,0.020742835444749936,-0.016140931480530786,0.03828416061981941,0.1067649485022463,-0.014500840220362602,0.07194217877988272,0.07654446162963152,0.09363093849365692,0.06332952853575063,-0.010606345344438828,0.01479347456018872,-0.03266767717355865,0.048496365011655,0.026638868971194135,0.03200965265261533,0.06220077277124798
Dominican Republic,0.016690132985311287,0.13814157197812238,0.113900735568516,0.06633667015220432,0.09767391493337298,0.06632525778009996,0.13201527688464487,0.04521880978245368,0.03125409717836461,0.07938364814762285,0.03652216483289244,0.0029748572585101118,-0.21650491304902528,0.07535413939121047,0.5756288808421227,0.05414097535503769,0.1393179549679591,0.0748373223492716,-0.003827112571964916,0.09235049883302797,0.0744171898063909,0.036803647336307546,0.020974479002369085,0.042183367720585806,0.02962925063661052,0.039728465885723215
Ecuador,0.08905176770971365,0.04086825763172883,0.023244816524344097,0.17268583797686204,0.05270893979247858,0.010600678540908709,0.09318116832812139,-0.026515821450051477,-0.3116785376522762,-0.08464840919118369,0.31155474110038117,0.1464607232858063,0.11682234737095616,0.10941564987538355,0.115506007422501,0.10883917138878386,0.07178059368141548,0.19092322079143473,-0.004095877878371451,0.0949931608134148,0.12235977874503337,0.09258432675543997,0.06587160579756389,0.052962744797560656,-0.03961039581451737,-0.010514943076721343
Egypt,0.06457119106616499,0.14335623177592058,0.08309412227068005,0.09450256975348839,0.14017504719056859,0.1023336628272637,0.0809613656776978,0.047230648902660446,0.034072887509362396,0.021197513573170505,-0.06968594381507927,-0.0640980756002859,-0.15960583376976936,0.04959717571997251,0.17147447317994424,0.1206162969609623,0.20538840095049857,0.2252671618764322,0.11914611121098423,0.11947439479982222,0.05421522400323978,0.17039672579923631,-0.04276440067237403,0.08657763020404854,0.032761461400190824,-0.16751146626505117
El Salvador,0.07553523617934209,0.09167296425953447,0.13359594499656002,0.13479611812681133,0.14804135438570434,0.06288305032077528,0.055824059656422335,0.0604451309621877,0.023465219470593497,0.03673140804044447,0.035353731909454116,0.024997850673001212,0.04020220472522081,0.031199570991129154,0.06589517666002645,0.0836916117675964,0.05864286989199013,0.05284594540035108,-0.025539035619492296,0.043642504907527725,0.09479016380219535,0.04972372229038027,0.02366139824111031,0.02265567068101135,0.032470132129182115,0.025513781573410964
Equatorial Guinea,-0.021542715467315492,0.14255897291257738,-0.04610466423964362,-0.20183685416226926,0.25769552970139276,0.5214538642794534,0.8475147488954424,-0.19461454804267286,0.606443008859379,0.5810574953214925,0.40230569822768897,0.1805927113348483,0.3051479529909977,0.4557794169993576,0.4498494844582893,0.13114973910873678,0.23729974089612946,0.44216938571936576,-0.27349366614829584,0.03624101827343442,0.25136086362099086,0.004574199597229738,-0.061139753129116646,-0.04986937896891559,-0.4178669614828047,-0.1779974052163612
Eritrea,0.15130080533845083,0.14278865441006738,0.16535801339828124,0.2602360731624878,0.020737112495787087,0.17409907027461347,0.045517968282617026,0.029557088878737592,-0.03286207474535416,-0.13138544740127614,0.028206513874481122,-0.07218255350317873,0.13821717796663313,0.21873114330102283,-0.0470247336900911,0.0680449281443096,0.05974435010272981,0.024555130197526486,0.32060944893367543,0.12205170808569417,0.21512663724128878,0.16056333677144102,0.13771898443104483,0.11730814413268491,0.11011973740615036,0.11716706963286035
Estonia,-0.03842607378811654,-0.179191981029343,-0.013834307478324133,0.02228522287104705,0.08571371791744206,0.08009666680823749,0.08370137790254889,0.10249663059417882,0.020770700384693346,-0.008952237559206154,0.10431573571000609,0.18547709151963468,0.34939327045945817,0.23788493437549457,0.16745710932000185,0.21316291086568137,0.32338004945130255,0.08817544299173298,-0.18616227604479427,0.0001797412460655847,0.1916793879289795,-0.0052310921062978044,0.09301159447655974,0.061678933935226214,-0.13849254878551723,0.04017498950838234
