Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Italy,20621.52569,21729.88002,22990.57721,18526.00177,19119.96045,20545.88302,22999.70209,21824.84778,22383.22776,22098.19804,20176.13354,20518.66967,22223.05232,27344.67799,31119.1437,31870.95891,33271.82761,37621.44111,40713.84243,37071.08897,35971.50621,38463.27548,34854.63378,35589.63182,35741.55771,30306.12213,30917.99002
Jamaica,2180.673374,1933.697588,1715.789845,2189.534443,2173.162792,2596.002743,2889.777586,3250.895851,3368.196007,3375.676099,3392.121895,3437.663539,3609.194723,3480.516475,3733.800338,4103.593701,4331.308616,4623.752955,4928.114917,4335.180955,4704.050492,5111.533403,5209.785166,4996.972564,4833.784004,4910.535176,4843.343197
Japan,25162.13497,28691.48728,31187.80806,35432.63209,38928.34032,43121.88217,38167.70538,34791.07064,31722.71193,35829.88639,38326.22148,33696.76287,32176.21872,34715.88289,37558.58401,37057.22791,35277.06216,35139.86173,39193.72824,40693.67659,44344.12458,47918.35946,48302.7615,40180.41072,37843.99658,34296.76182,38560.90471
Jordan,1139.194061,1126.743604,1351.191893,1348.155148,1428.871282,1482.370494,1479.106567,1510.062188,1617.110954,1636.552646,1668.91604,1738.354505,1820.874244,1895.774378,2066.289738,2206.190472,2539.267681,2763.940145,3386.309035,3473.468832,3652.065081,3772.427554,3823.901392,3946.180935,4042.059829,4092.413413,4102.523063
Kazakhstan,1811.226796,1668.426719,1622.668077,1519.000454,1369.886102,1298.129386,1345.66633,1438.785392,1457.209785,1123.180812,1225.781349,1485.740077,1645.051239,2041.960735,2829.613269,3708.653347,5208.827018,6677.443694,8412.597054,7187.473471,9109.328497,11680.9362,12416.69453,13898.33066,12796.65611,10493.29823,7698.899797
Kenya,533.8129646,486.8195309,465.9491214,313.4716471,386.8389436,483.5728618,480.6169312,508.5217947,531.7465556,472.3087404,452.5257622,453.600251,447.155428,493.2324161,518.3422137,587.1834409,685.9735582,825.6954571,902.1133866,905.151096,951.6781896,971.6333668,1136.811389,1210.385909,1315.802992,1336.883985,1410.532366
Kiribati,552.4521208,642.8347938,643.1495551,621.2909615,714.8918202,720.2659191,847.4660422,838.3869711,804.829029,833.5151456,885.1045339,759.9060396,844.491717,1060.409016,1131.179283,1214.58126,1168.471653,1374.479507,1428.145537,1312.008914,1516.861073,1735.085683,1787.372436,1715.688927,1635.19174,1524.761345,1613.430009
Kuwait,8815.172436,5422.268246,10389.31017,13514.8467,14981.76026,16535.30598,19357.62347,17746.58073,14169.13761,15434.93988,18442.81088,16588.16925,17845.48918,22147.21143,27010.64821,35590.70407,42785.59762,45780.59015,55489.37529,37563.32973,38576.3778,48623.04912,51972.1826,49389.97618,44069.03988,29874.03252,27649.71693
Kyrgyzstan,596.4002193,561.5864089,491.0614576,422.1722953,341.9165129,326.7328895,394.5879466,375.5820466,342.6885932,257.0595017,278.4305358,307.729283,321.6873318,383.268591,439.0175642,484.7445497,553.0752573,733.4650953,978.1121782,879.159569,884.1945319,1123.206515,1174.961698,1279.81958,1277.79305,1120.664857,1121.620886
Laos,211.7650275,244.6259253,273.0433762,300.2223001,339.6581407,382.2166551,394.3683146,360.3504209,260.3286854,289.4667903,339.2429128,337.8004127,347.1295107,391.6837561,455.0942168,512.2594297,616.8218021,768.7213379,947.928502,985.0899461,1170.308459,1377.175707,1581.396172,1825.665622,1998.329714,2134.712363,2308.800473
Latvia,3613.703911,3366.20837,2267.502082,2004.853807,2092.516704,2148.765838,2400.990904,2653.03473,2940.177432,3121.927976,3327.986163,3533.451765,4085.635608,5087.580586,6299.309729,7508.441509,9634.366214,14057.52236,16421.75757,12240.55162,11234.29219,13608.40873,13618.3702,14803.52691,15526.65932,13560.78102,14047.82345
Lebanon,1052.497175,1490.812819,1864.086371,2436.449353,2751.26866,3260.974569,3775.597657,4262.796261,4578.307818,4538.432325,4340.229536,4275.937288,4474.28117,4512.280099,4627.657988,4573.533555,4632.318081,5217.475217,6134.127547,7371.096741,7756.74581,7703.861577,7987.328791,7925.994476,7713.745443,7649.832627,7631.353236
Lesotho,368.977043,401.6812295,471.0420498,457.927121,458.7162694,503.2183104,494.8026406,529.2223396,457.3110739,452.3407653,432.4489464,395.5075778,368.7830957,547.3060166,701.3016239,781.3418908,818.4177092,916.402525,941.4172516,937.6110701,1195.613483,1391.370031,1329.286799,1245.246835,1279.494676,1196.957303,1110.635197
Liberia,286.7196042,264.1206972,172.8932257,125.6454513,103.0451046,102.082554,114.2408481,179.9533063,202.9727442,228.1737485,226.4189017,215.918891,227.0229392,171.9380951,205.3538232,219.4552832,244.9288522,274.1260535,305.1670519,307.6609166,332.0179392,382.8305716,419.2802163,455.7080493,470.9249167,463.8734287,466.6419034
Libya,7007.14982,7572.063644,7836.728884,6935.010742,6338.47996,5717.033635,6211.89901,6485.723906,5752.941369,6376.088565,7180.158489,6257.537291,3961.724438,4667.859197,5830.446721,7838.335308,9355.857102,10488.75158,15733.70686,11222.42149,13060.15181,6496.624235,16094.44425,10414.84526,5315.581601,2752.38466,2359.718945
Liechtenstein,60990.6724,65118.67185,68795.58963,67081.70389,73804.23676,87281.25011,86703.94203,80535.42801,84879.51181,89917.17947,82786.23031,82138.96857,87771.37051,99379.74391,110894.327,116559.6517,126511.4131,144508.9988,158442.3057,139441.6533,156166.506,174912.6198,164807.7526,173057.655,178853.1346,167294.1857,165630.1327
Lithuania,2770.409927,2700.502865,2180.3768,1878.738279,1741.665138,1848.099396,2326.809374,2827.012009,3161.774521,3109.239047,3295.242858,3527.355332,4144.087014,5506.975962,6697.964632,7816.779855,9144.848879,12191.41767,14907.4688,11820.7134,11855.51957,14096.80575,14067.20704,15434.72067,16330.4896,14118.03913,14888.77793
Luxembourg,34650.14079,37068.93921,41049.27639,41547.37261,45539.42355,52893.55216,52599.54631,46983.03854,47456.81357,51558.64158,48757.97348,48324.22782,53225.19545,66073.62322,76771.42665,81570.64162,91089.39983,107146.5895,115062.1757,103453.4857,104771.8632,115547.509,106766.9105,113792.6722,119210.0016,101888.6192,104773.4426
Macao,,,,,22636.74113,23774.96585,25821.03069,28151.6494,26318.47389,25414.94205,25985.5285,25417.8729,24821.61416,23999.00528,25072.0015,26821.37812,28452.39024,30935.15929,31863.28175,30911.02698,32820.53043,35468.55427,37268.98568,38892.01775,40851.22135,43053.96532,44296.39054
Madagascar,311.1764223,262.32078,285.4248153,308.7244038,264.496764,272.2250535,333.5933339,286.884728,293.0686956,282.6875364,285.518545,323.3830455,304.4961076,367.7822155,284.5713406,319.0011286,339.1267229,438.6552979,536.3514717,467.53973,471.9592116,531.2655054,518.1527278,541.0660461,530.8612487,467.2352721,475.9555618
Malawi,336.6813722,381.0319366,339.1609942,372.0057514,218.9935249,251.2751803,296.8080236,305.9848022,304.6194269,295.640602,282.576489,271.3082367,298.4208761,267.426531,282.5864707,289.5535993,308.1631858,332.2591761,387.6059452,438.2119572,478.6687301,535.142901,371.6178834,334.0020948,366.1809299,384.0728422,308.6232861
Malaysia,2441.764559,2653.076458,3112.8111,3433.169985,3728.315598,4335.923975,4798.341352,4645.462375,3263.687261,3492.669354,4043.662051,3913.428726,4165.726104,4461.847687,4952.212975,5587.037944,6209.163511,7243.520503,8474.502146,7292.488425,9040.602977,10399.36107,10817.42868,10970.07453,11319.20503,9955.241456,9817.787286
Maldives,1257.818976,1388.493162,1573.79363,1734.631658,1869.302737,2228.490141,2466.636974,2734.273186,2855.800254,3057.91393,3171.928878,3098.499829,3104.585157,3475.983309,3941.431143,3639.966566,4809.963116,5574.451873,6614.159149,6636.412426,7076.662433,7291.423438,7265.596952,7928.452188,8499.369338,9033.372063,9209.303394
Mali,323.2848905,348.3128752,349.7344032,336.1858617,239.2537239,295.9533407,319.9681343,284.4998345,316.1094102,323.1686221,269.8711474,307.4369176,334.8365189,392.5247496,440.168434,488.8280977,522.5783628,596.6902105,690.8825083,698.2183961,709.5819337,836.5098384,778.6695539,805.2215336,849.6636138,750.903903,781.6554153
Malta,7277.825411,7793.173498,8495.917364,7557.405482,8297.866204,9809.931053,10009.57715,9840.214466,10265.48916,10479.82464,10296.94432,10260.2667,11203.76829,13510.3241,15004.2676,15799.00455,16693.19009,19444.20856,21923.51505,20720.80462,21099.51937,22745.91227,21839.44925,23822.00584,26223.37441,24684.95293,26237.61198
Marshall Islands,1675.658691,1720.484361,1866.490263,2014.626698,2172.30007,2405.114731,2214.309461,2107.050228,2158.634085,2141.646887,2186.850275,2240.853526,2385.75633,2380.427211,2436.575575,2538.656122,2630.26019,2752.188703,2764.011696,2753.274116,2986.080811,3105.281898,3290.148932,3377.457445,3238.145963,3159.213252,3426.281181
Mauritania,1025.311157,1071.155644,1057.592317,880.5139887,909.487595,933.9332955,921.1883604,872.9119122,742.0358969,705.4798149,632.322676,616.3301726,612.9042112,703.3306987,826.2944396,928.6326274,1196.559192,1339.175414,1580.752148,1338.904366,1559.645261,1702.220566,1697.502517,1775.788799,1706.161941,1562.082567,1577.058159
Mauritius,2590.364104,2742.107646,3151.242641,3142.132875,3383.042846,3785.561366,4092.802044,3834.783689,3782.060374,3858.150082,4108.573596,4034.944039,4206.230126,5023.550703,5650.644256,5544.404146,5723.372455,6605.253912,8061.53731,7338.35141,8016.050811,9206.776089,9308.981439,9661.587029,10182.83537,9283.601068,9693.960441
Mexico,3573.184431,4198.427591,4767.65951,5649.996062,5854.388948,3928.208627,4412.088235,5289.194706,5481.156449,6157.194085,7157.846041,7544.535,7593.170558,7075.357074,7484.508648,8277.677581,9068.25972,9642.687958,10016.5563,8002.986912,9271.392119,10203.40032,10241.76032,10725.19031,10922.41713,9605.972555,8739.161981
Moldova,1091.628923,929.2241843,674.0587671,682.8430542,483.1529531,488.538266,470.8903426,539.9886051,479.1014174,332.7795505,367.9203212,424.4713952,477.4379828,569.5877007,748.0837559,862.2935377,986.5619459,1278.928729,1766.838855,1593.230359,1707.01031,2062.76376,2136.788276,2330.716801,2334.703839,1902.680599,1985.108581
Monaco,82624.63317,82127.61171,89962.86505,84158.06323,87837.37973,99959.71034,99339.42776,89067.13163,91315.47295,89856.67624,81190.25361,81191.37908,87231.82942,106319.0293,120940.2798,124190.4064,134036.6239,169966.496,185729.4721,154783.4801,150577.0399,168796.606,157518.7633,177601.9249,189162.3289,165945.4568,169896.2606
Mongolia,785.3867662,725.6473356,664.0358663,653.6177427,677.7511313,730.0240172,691.0676387,612.7260816,560.360824,518.6884035,549.854281,607.6407927,662.7594259,749.2558958,925.2405645,1158.142546,1547.013573,1893.14126,2477.336641,1987.794917,2643.293413,3757.57033,4351.883362,4366.067706,4158.53425,3918.581677,3660.149953
Montenegro,3491.26225,2848.648815,2399.901293,1324.859221,1364.129507,1958.195194,1410.177894,1368.974017,1393.551977,1361.081993,1615.592162,1908.171007,2107.278731,2802.094037,3402.859642,3696.934038,4405.146344,5940.590958,7316.427792,6676.544304,6630.025018,7258.478086,6530.796774,7127.905005,7321.071105,6464.703332,6973.052941
Morocco,1222.200694,1293.827485,1299.186787,1203.121128,1340.49112,1434.664878,1570.923982,1413.514323,1495.987379,1467.223602,1351.018895,1360.945842,1441.834846,1757.762034,1986.973002,2053.639466,2238.996465,2536.317631,2933.301005,2909.48878,2882.110528,3092.283635,2956.0836,3168.42274,3219.455393,2918.891836,2941.156676
Mozambique,297.2773113,268.2049544,185.3659909,186.1334366,183.8678408,181.91758,241.8099192,282.355366,317.433745,336.7783777,310.1951282,286.5156449,293.6800128,317.1246144,375.7984121,412.7700741,431.8557432,473.3282375,565.1379199,521.9844038,472.6061383,594.586284,657.6453057,664.0771919,673.9695175,589.8593918,428.9263377
Myanmar,125.2949912,126.9844138,140.7076751,151.0016804,163.8738213,176.8227949,189.2872511,200.8354712,129.921001,142.3878234,155.722871,161.6495118,217.3723632,206.1294781,211.1388484,243.7353858,280.9591665,367.432151,518.0178169,655.4143691,819.0563847,1135.277058,1186.721506,1198.390911,1268.146872,1187.21771,1217.638864
Namibia,1944.121967,2026.997114,2257.621189,2069.598661,2284.581888,2421.880499,2371.857547,2416.139891,2209.77848,2165.118837,2136.431522,1906.296846,1769.16808,2560.757393,3396.915877,3673.985831,3974.493567,4356.26615,4153.23621,4265.271755,5324.601065,5753.969686,5930.573838,5694.11364,5624.175681,5032.881621,4786.24006
Nauru,5180.502779,4664.330933,4252.432222,3578.171324,3494.756201,3279.573071,3162.247526,2904.545374,2271.504216,2352.129568,2100.846134,1863.617642,1887.055676,2411.556186,2789.605532,2669.612496,2583.646123,2348.259352,4200.363747,5457.609541,5924.758822,8729.873347,11887.33582,11575.90013,12909.60204,10050.38555,11502.49139
Nepal,199.9519003,178.7416869,188.4196196,184.8305028,205.8229697,210.1596219,213.3735657,229.855458,212.3028726,228.8768813,239.3531509,241.9550882,238.6037343,257.7538737,286.612438,320.7997553,344.8904168,415.3789895,438.4537818,473.889534,602.6977662,682.9316922,664.2379832,677.1691037,733.5917741,769.9862762,769.6144976
Netherlands,21270.84325,21739.39167,23934.17039,23156.04746,24668.97706,29240.45403,28944.75079,26622.65394,27818.38949,28220.45005,26148.28271,26920.12082,29275.29645,35724.44643,40350.75874,41856.72373,44604.56014,51339.1735,57220.35386,52207.71572,50743.81746,54013.35621,49963.03603,52063.01628,52744.12301,45179.02972,46140.66134
New Zealand,13371.95152,12719.48392,12006.54407,12804.559,14783.31947,17184.36352,18694.1035,18468.93764,15111.17,15694.00447,14108.16115,13845.95692,15775.20408,20862.49232,25106.55974,27741.47936,26663.88763,32439.66335,31152.95448,28066.36238,33542.73499,38124.97737,39430.36412,42222.80654,43969.96484,38458.40251,40397.71611
Nicaragua,851.8087276,856.1931139,887.7402712,926.3016293,844.1726508,885.193509,905.5497833,906.3061352,940.7915076,969.7053233,1004.586767,1036.64373,997.5064286,1002.33704,1076.177292,1158.413421,1226.688963,1327.960986,1499.26235,1444.376467,1503.864116,1655.813133,1760.463296,1811.639765,1934.064613,2049.848036,2107.574238
Niger,437.9268826,402.4979449,404.5941657,359.1349922,214.6444563,250.8270128,259.3494368,230.5682368,254.2611656,241.3438316,203.0960309,213.262256,234.441617,278.2065504,294.1060199,329.5085129,343.5709657,388.6888161,472.1202137,453.9472384,462.8464855,499.0166304,519.8508658,552.1934321,569.9816129,482.9268584,494.8584835
Nigeria,646.3017262,609.6687655,522.9184253,554.7665329,469.9759343,467.6905861,484.038905,494.3886752,500.2391693,497.8415405,567.9305499,590.3820804,741.7477675,795.3865545,1007.874138,1268.383121,1656.425188,1883.461186,2242.87157,1891.334841,2292.444775,2520.403936,2746.990896,2998.071546,3222.692106,2730.427139,2175.998069
North Korea,734.8580071,662.6375804,593.0787454,503.2354018,384.4622332,222.2510553,478.7875091,461.7665264,455.5062682,451.7886965,461.9564942,476.1268506,467.9792391,470.9768155,472.9798408,547.9306937,575.1341057,597.3198638,551.4155687,495.1908054,570.962746,639.1278947,644.690218,667.8728039,697.778208,649.855656,666.6760728
Norway,28204.10826,28544.91002,30479.31155,27932.47595,29282.13265,34813.56224,37221.06048,36503.85721,34663.04681,36272.88993,38060.0917,38462.86281,43010.09407,50077.16847,57524.5786,66679.62277,73952.49679,84955.54737,96887.05914,80008.39019,87754.34803,100697.2935,101622.6345,102916.8546,96924.22507,74194.94578,70238.71867
Oman,6376.934105,5922.590226,6209.312174,5962.985356,5946.623704,6192.541712,6755.049797,6961.773436,6215.701608,6915.352593,8601.271932,8475.957543,8626.972679,9066.304784,10126.16678,12377.09481,14420.48408,15838.49342,22139.68434,16823.79495,18712.5763,20876.78803,21872.62025,20865.78628,16984.16872,15344.54354,15761.23567
Pakistan,479.955148,505.271536,552.6972629,530.6672332,555.9829089,624.2370736,604.6344065,590.5382242,577.6069095,561.0803849,540.0028401,501.9153795,537.3006833,594.3472229,666.084545,734.2823553,831.1019736,906.5354757,880.2118723,920.3080544,972.5973129,1154.529152,1146.099479,1151.666255,1274.669722,1339.012975,1362.860008
Palau,5234.997277,5623.344019,5886.676526,5275.074831,5440.991147,6431.521673,7493.310123,7925.62618,8036.477078,7622.243715,7737.92201,8158.413288,8230.126801,7974.304609,8726.732773,9325.554674,9673.943654,10159.21631,10587.27326,10028.40016,10219.92832,10884.41375,11967.30975,12688.19669,13794.79003,15871.84229,16932.33252
Palestine,921.1961016,952.432273,1124.867491,1159.147353,1208.319502,1332.928162,1321.887478,1391.945274,1441.422684,1455.650135,1422.614377,1286.139579,1118.51629,1225.802751,1313.174278,1432.575704,1460.31779,1548.186324,1895.516842,2043.045529,2387.17477,2695.673779,2878.271811,3118.82503,3158.916317,3084.982975,3323.241985
Panama,2498.838136,2690.863599,2996.173275,3205.226445,3348.441092,3353.588391,3387.499562,3590.411856,3814.388045,3917.968422,3896.608459,3883.295898,3959.850313,4095.223755,4406.97344,4718.639744,5134.162073,6166.180729,7154.274501,7576.140457,8082.025049,9358.258031,10722.28706,11889.13226,12796.06419,13630.31145,14356.32262
Papua New Guinea,1069.622535,1228.834169,1360.200432,1510.756318,1578.430066,1402.255564,1456.543828,1358.2978,1013.126667,902.7552193,899.2445075,771.6036141,750.9842976,897.2292689,987.7039519,1125.849734,1249.643467,1401.90999,1672.934781,1626.273404,1949.352741,2406.927931,2790.635211,2729.863038,2894.739772,2832.039829,2596.806987
Paraguay,1425.940454,1649.195559,1658.920231,1726.281314,1925.494277,2185.594389,2318.183661,2297.674702,2005.960801,1811.677172,1725.339746,1536.980179,1480.006938,1513.88862,1814.684046,1941.283797,2330.478118,2976.842026,4041.421623,3625.440181,4359.629748,5322.963823,5183.08207,5926.832909,6102.943278,5406.703857,5319.432234
Peru,1319.30146,1525.350174,1562.438834,1479.951095,1872.547756,2196.419705,2232.955392,2306.294514,2162.677072,1925.150183,1955.531972,1942.176892,2021.929485,2146.095324,2417.478094,2730.209523,3154.877986,3607.171865,4222.769799,4197.276579,5082.309782,5869.32308,6529.005839,6756.755205,6679.238107,6227.509975,6205.441526
Philippines,793.1989613,793.0130909,902.7257883,904.5486763,1041.387273,1176.790785,1285.549328,1249.248529,966.9879867,1087.37862,1038.902663,957.1890007,999.9065964,1010.309015,1078.628624,1193.977472,1390.517968,1670.590475,1916.297243,1821.524382,2124.058456,2345.325681,2572.629613,2749.387535,2831.319469,2867.149473,2941.217428
Poland,1738.077259,2246.597481,2470.539988,2511.788277,2886.834417,3695.874422,4153.32741,4128.124408,4522.032927,4400.486514,4458.033979,4944.798495,5162.022431,5658.275932,6643.288623,7978.502376,8988.612157,11186.92197,13916.87399,11467.23119,12505.19695,13812.15536,13089.01664,13738.42955,14317.83488,12556.66995,12425.60722
Portugal,7955.066355,8999.241631,10812.40065,9504.548424,9924.539512,11705.12817,12101.3976,11501.48514,12135.45918,12426.13148,11489.68949,11748.61893,12917.61622,15806.51178,18054.06776,18763.43154,19783.2091,22715.90157,24761.37071,22980.54214,22449.94396,23160.98263,20542.49303,21614.53721,22037.95033,19223.29735,19978.23482
Qatar,15454.08262,14124.29283,15434.45906,14270.97327,14544.09121,15849.7203,17337.42239,21104.72445,18593.54797,21723.69996,29976.11704,28517.26721,30214.85901,34517.75509,42124.96637,51455.59992,59529.96662,65421.65681,80234.43685,59094.52366,67403.19425,82409.57733,85076.18024,85050.86635,83858.47685,63039.06349,57163.07568
Romania,1728.092799,1305.568889,888.9920571,1203.099973,1380.886807,1639.772258,1629.779212,1583.15657,1868.489022,1622.709867,1691.209316,1851.674965,2112.908071,2756.285522,3532.207726,4596.957406,5746.537102,8300.238385,10289.10916,8436.00855,8119.689548,9020.268305,8463.553644,9484.440232,9963.515371,8928.149047,9521.731513
Russia,3891.153447,3809.628321,3325.321021,3105.750469,2769.66778,2714.037069,2667.741661,2760.603337,1851.800709,1342.964636,1786.601001,2117.529355,2396.079489,3005.032267,4141.604455,5369.834069,6970.714344,9160.757918,11707.65537,8613.979912,10732.17782,14277.07482,15349.64226,15916.28439,14265.13403,9421.873091,8845.367405
Rwanda,334.0748367,255.8712253,285.6907907,296.0377939,192.3097286,210.7634672,221.4038972,278.9654829,276.5085899,242.3176404,218.6481324,203.491979,198.9549789,215.8320167,240.595639,292.0139018,348.5457156,412.4339158,510.3217676,549.8828943,574.9670743,637.6277701,695.3046085,705.0362982,723.2547572,728.0874823,726.2988019
Saint Kitts and Nevis,5396.538892,5461.768264,5949.751506,6411.949813,7092.276215,7450.805371,7862.141129,8733.529348,8858.519564,9313.26842,9553.293367,10273.35773,10640.98306,10261.00643,10942.49201,11678.16343,13612.68956,14426.83212,15590.52879,15388.44344,15508.61699,16538.09653,16044.557,16685.02661,18051.89007,18029.32554,18811.94512
Saint Lucia,3368.736106,3573.787344,3920.808926,3877.716394,3993.51369,4204.161561,4414.955919,4436.842989,4803.227415,4993.069222,4990.638476,4666.349632,4654.21379,5019.853218,5470.662609,5724.391972,6860.303889,7639.651129,7568.383885,7429.155652,8044.121407,8237.692536,8151.992455,8358.905263,8744.291121,9262.256146,9452.05543
Saint Vincent and the Grenadines,2179.439737,2327.916852,2555.364202,2610.143197,2662.339548,2889.747901,3049.478032,3218.15362,3480.91113,3620.454427,3676.454418,3988.065325,4272.979789,4447.71988,4810.015892,5070.760266,5626.43894,6306.958463,6415.543439,6232.23813,6292.789487,6241.887591,6390.447255,6639.607146,6684.807367,6920.878074,7075.06582
Samoa,707.9406493,701.3276248,732.6642103,729.9381914,1208.229437,1184.968747,1325.071595,1435.140783,1338.970174,1359.921578,1362.086583,1403.848209,1539.874132,1863.665645,2216.40368,2485.505119,2562.396243,3636.470394,3682.819859,3332.425388,3722.141969,4059.731231,3995.001513,4005.736315,4061.817938,4066.318256,4223.597309
San Marino,34490.64187,35871.7157,37436.8459,32732.29939,34980.98557,39329.67734,44720.56047,41704.08394,44282.4302,46340.51359,41540.17439,43206.20093,46037.20746,57955.59112,67101.99745,69138.88877,72908.2598,82744.69206,90419.36785,76672.38608,68505.00574,64872.32185,56084.90375,57291.64047,55992.56913,42643.35454,43796.13381
Sao Tome and Principe,951.7199427,838.09346,724.1723602,941.1319443,965.0547508,748.9119052,960.8336524,643.5677137,498.6951642,525.2621467,509.3801126,498.9829549,549.7116212,640.5208202,685.3335473,801.3727039,831.5211124,876.8936609,1098.767936,1067.917447,1094.710487,1263.865459,1340.526642,1577.022373,1724.884854,1544.940211,1661.02378
Saudi Arabia,7236.348968,7872.730771,7921.513303,7475.563753,7411.41155,7680.328124,8324.693898,8540.264885,7419.158431,8007.965062,9171.330489,8684.655345,8695.401775,9609.976004,11185.13337,13791.51145,15384.74029,16516.62653,20078.25538,16113.14374,19262.55252,23745.88226,25243.60719,24845.12384,24464.2173,20627.93278,19878.76139
Senegal,1066.706436,999.067938,1062.780663,930.0401792,606.4142214,725.5912431,735.4213159,662.124912,696.2933256,726.7449161,617.9968625,628.8454658,671.1122597,841.9767534,961.3066316,1015.958209,1063.867109,1249.346822,1442.826409,1340.326375,1319.168533,1426.989657,1372.591632,1393.802,1394.799797,1218.326175,1269.902838
Serbia,4242.012266,3839.637082,2766.629317,1970.341499,2050.740534,2207.771744,2309.30249,2190.86761,1976.64027,1503.206736,1248.591775,1634.875839,2148.910754,2832.489423,3331.232897,3528.12815,4129.761534,5458.129582,6701.768104,5821.307418,5411.87473,6421.137709,5657.485048,6351.678982,6199.120462,5237.254179,5756.38378
Seychelles,6310.917708,6332.079695,7211.734096,7655.581987,7731.071712,8010.527757,7776.988615,8680.929681,9297.286011,9406.974422,9220.812555,9055.312366,9966.110574,9863.475101,9604.056077,10368.00502,11353.20415,11473.9399,10693.18362,9332.633451,10628.11775,11084.53636,11441.27589,14220.13693,14254.57233,14503.27904,14915.64483
Sierra Leone,203.5518989,242.7702237,211.6855977,240.397948,286.3704027,273.8321518,295.5526563,265.451124,207.7058587,203.0367773,187.7276045,229.3750336,252.3921381,266.442382,266.5698965,292.3493252,323.3891885,360.3721378,408.4807478,391.2010053,401.8349987,448.3375219,566.3783984,716.8352005,714.7036085,592.3255596,527.0581095
Singapore,12910.82074,14663.32511,16301.03688,18344.96581,21598.96777,24926.92366,26496.97971,26695.05979,22199.92232,21818.18964,23787.30195,21898.92373,22400.68374,23491.64929,27335.60473,29870.42402,33571.78678,39308.93947,40251.0662,38739.96276,46075.30935,52553.40927,54308.76638,55953.76466,56692.30725,54765.04729,55991.89327
Slovakia,3185.622455,2222.310198,2406.930688,2582.713734,2979.297699,3728.454447,4021.240126,4065.321668,4229.561904,3856.895838,3837.487721,3964.893127,4594.470767,6293.126719,7986.997679,9082.00844,10590.59058,14273.18135,17915.64445,16485.54032,16687.46867,18302.58353,17436.47607,18208.95456,18636.00818,16273.63837,16472.01247
Slovenia,9062.851135,6603.160326,6532.950654,6626.916395,7542.282827,10724.34256,10814.20453,10447.58795,11142.34875,11426.21074,10208.30099,10504.29029,11819.74982,14908.34583,17292.10038,18147.75723,19715.40942,23857.40259,27460.77045,24763.95101,23569.90107,25114.1685,22635.79398,23460.64747,24150.41104,20804.45822,21527.00896
Solomon Islands,667.350084,687.039771,789.7473719,832.7110041,915.5287268,1014.975251,1091.170041,1074.740395,917.3822258,946.5086434,819.5245129,789.2490327,628.8641853,703.0104393,792.7630395,913.9382479,979.41866,1194.781213,1265.643838,1239.4801,1363.28109,1607.046186,1754.982136,1813.875178,1831.606807,1756.115779,1822.118302
Somalia,137.5862575,84.40300631,79.94843664,136.2028743,152.7693254,149.799409,164.0344547,186.7417913,233.8784948,222.646901,231.2882924,141.792776,128.3157858,154.5266888,195.8945946,221.6500691,222.039141,224.0944117,228.1288829,106.3906499,90.73356305,91.80093501,119.5030695,134.9249654,122.9990275,105.4401713,101.4495643
South Africa,3171.134814,3320.724393,3515.983828,3427.904827,3487.258916,3751.854328,3494.383567,3549.579815,3154.020777,3081.569927,3032.427138,2666.480846,2502.265926,3751.258432,4833.636402,5383.632556,5601.973414,6095.649831,5760.789016,5862.81522,7328.592736,8007.441374,7501.598866,6829.289525,6428.507022,5730.934174,5272.254484
South Korea,6677.370047,7704.500683,8189.98472,8938.908769,10428.46228,12596.58173,13411.41413,12380.74588,8235.275691,10588.01876,12161.00924,11479.76597,13067.76743,14560.75039,16356.34776,19196.72492,21546.79163,23913.91207,21294.97238,19128.4791,23091.17552,25172.11694,25537.58063,27227.64241,29329.76803,28840.69345,29423.49615
South Sudan,,,,,,,,,,,,,,,,,,,1767.274257,1306.654655,1576.125753,1758.873404,952.5874977,1299.320425,1497.625197,1233.334497,626.3224424
Spain,13686.05167,14686.00723,16008.40765,13282.57362,13377.69514,15447.40349,16102.39888,14739.53649,15403.03039,15688.61775,14620.47244,15181.2654,16828.08651,21256.63332,24640.51083,26198.99939,28153.80645,32403.37901,35279.50931,31888.80051,30272.56142,31406.95962,28149.89274,28867.27918,29274.46749,25606.81275,26420.04371
Sri Lanka,541.941245,603.0304575,641.9601914,682.6630802,766.44876,838.3005094,899.1518958,967.612347,1000.191486,988.1597653,1018.862658,971.0487117,1026.772461,1124.071703,1219.693003,1429.111747,1643.233356,1865.91291,2331.632688,2392.379807,2799.649154,3200.860618,3332.964742,3596.652156,3817.322862,3855.173736,3919.907938
Sudan,483.952592,432.4790979,260.5102439,320.4855165,449.7106937,473.4133899,300.5649303,378.9546756,355.1524309,328.0685926,366.1728076,383.0159987,418.2518413,484.8447351,573.3069261,689.209557,905.3097449,1128.41035,1467.653879,1439.052139,1582.809233,1932.357044,1720.924295,1724.554598,2056.23702,2157.510644,2250.368017
Suriname,1855.507457,1933.484461,1948.882465,1829.276404,1900.264776,1910.651469,2350.02614,2484.670828,2942.274715,2401.148306,2456.022755,2142.426731,2776.882702,3192.842081,3657.601245,4390.805336,5197.856747,5744.426201,6832.009157,7408.684388,8255.757754,8263.104883,9200.826825,9402.046543,9472.238183,8562.152454,5539.144547
