Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Haiti,439.944063,417.3181456,288.4756491,242.1168383,279.5116274,348.0585593,376.6705808,403.7856384,459.6497468,491.4849675,432.9617604,407.5023091,367.2063376,317.6027232,404.6040379,440.0775447,508.0336316,650.2427872,665.1452012,663.6353873,674.1945004,739.9441973,762.6198476,806.1560243,820.0067463,781.1522041,700.9045583
Honduras,734.0194074,717.9700501,777.8150547,775.3471098,737.9356265,827.544722,828.610976,930.5583323,1009.264274,1011.555748,1093.210878,1133.416549,1134.321574,1158.661672,1218.04698,1308.088549,1430.056421,1583.047856,1739.357211,1789.706651,1904.346465,2088.310701,2144.337167,2102.595318,2206.056314,2302.204002,2342.583237
Hungary,3584.10072,3353.587485,3738.967615,3873.453521,4166.100888,4487.134304,4515.7491,4588.16056,4738.19851,4787.918968,4619.967627,5272.947366,6649.051985,8411.314458,10278.33372,11201.82961,11493.75943,13962.87865,15826.50128,13129.28714,13209.4967,14259.71505,12991.5897,13769.58596,14335.43248,12735.80713,13073.70045
Iceland,24987.58173,26423.62936,26815.48904,23325.02527,23741.61926,26223.25596,27136.64719,27798.82535,30854.39238,32287.0764,32105.99814,29003.72571,32575.22113,39638.75061,47525.13966,56995.71423,57441.67076,70498.56294,57599.81612,41652.12691,42717.74459,46861.72111,45214.14966,49004.13992,54042.5267,52655.47383,62064.99358
India,376.9011799,326.7240166,322.9855066,309.7612898,346.3672402,385.6976944,400.7134092,425.1623835,421.3410078,444.860576,450.6521425,456.4267589,469.0081005,539.3233904,622.4454304,717.6755434,805.7292691,1001.28043,1055.635911,1080.070556,1352.706184,1497.189524,1470.14242,1496.713497,1576.827781,1638.556402,1726.087847
Indonesia,734.8707876,808.9179568,863.2367155,964.4190865,1062.576416,1195.559301,1324.891933,1239.081737,540.456942,785.0612664,830.6891054,796.6895698,958.4427581,1134.62401,1224.713478,1345.055304,1692.703544,1980.393955,2307.106731,2407.609506,3122.362804,3643.047177,3694.359234,3623.927341,3491.637492,3331.695119,3562.816401
Iran,1709.599009,1822.34802,1866.184763,1996.51835,1887.664616,1861.319728,2015.293177,1851.721944,1767.540981,1821.688791,1700.839563,1828.785561,2230.074527,2277.586137,2756.198524,3246.05109,3774.35783,4904.666305,5717.314531,5709.947975,6657.834688,8072.632493,7982.634087,7053.505877,5731.259579,5012.421483,5346.672802
Iraq,1370.731799,467.4871783,536.7746273,372.2090479,288.7973526,241.3549712,410.3868863,434.8663443,537.7350096,909.9955968,1006.779242,1021.683696,978.2673503,902.4730503,1392.356266,1855.522004,2361.013565,3182.947935,4351.977226,4441.430235,4657.280426,6045.495551,6836.027509,7076.554613,6637.683989,4688.318938,4550.658638
Ireland,14061.0373,14170.60233,15861.60742,14795.45787,16022.59537,19270.87844,20962.98936,22685.98588,24426.91192,26447.82196,26394.43899,28403.77887,32741.92579,41275.06133,47775.58635,51106.58628,54855.17834,62410.75037,62286.47126,52574.964,48777.58096,51724.44583,48825.91503,51684.01476,55863.54006,62655.45645,63998.60334
Israel,13237.84289,14689.42268,15874.10844,15382.123,16875.75153,19043.46245,20278.85776,20604.0758,20341.82507,20105.10844,22257.49558,21574.80505,19633.17313,20222.60168,21179.96445,21828.52745,23056.78789,26136.46409,30780.36438,28854.70372,31851.54806,34922.55159,33773.04919,37833.50757,39413.04574,37577.6773,39332.98684
